,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,dsd,rate,test_set,val_set,Model
1,Detector Tree,350.5,1396.3154757540142,1435.0631578947368,0.7920088155794822,0.8993984962406015,0.2580451127819549,0.21145363408521303,0.25687510059552543,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8163265306122449,0.9400000000000001,0.06739070422954307,0.10738968066111931,kNN,0.2,CVC-ClinicDB,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,2184.068914731513,1589.749373433584,0.7460542762735224,0.843483709273183,0.31035087719298243,0.3176691729323308,0.33534699538917445,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8163265306122449,0.9400000000000001,0.051117492868707065,0.0974294329996605,kNN,0.30000000000000004,CVC-ClinicDB,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1507.0207128910404,1657.5679197994987,0.7447825637267396,0.843483709273183,0.31035087719298243,0.3176691729323308,0.33534699538917445,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8163265306122449,0.9400000000000001,0.051117492868707065,0.09870114554644337,kNN,0.30000000000000004,CVC-ClinicDB,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,2292.954187411324,1564.0651629072681,0.7282042315719142,0.8476942355889725,0.33771929824561403,0.42794486215538846,0.36469774003275857,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8163265306122449,0.9400000000000001,0.039784458447792485,0.11949000401705832,kNN,0.4,CVC-ClinicDB,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1548.4276542483333,1624.9122807017543,0.7271185878249417,0.8476942355889725,0.33771929824561403,0.42794486215538846,0.36469774003275857,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8163265306122449,0.9400000000000001,0.039784458447792485,0.12057564776403082,kNN,0.4,CVC-ClinicDB,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,2390.516119494635,1768.3157894736842,0.7122104722139943,0.8142105263157895,0.3509022556390977,0.4995739348370928,0.3909962034065195,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8163265306122449,0.9400000000000001,0.10900379659348051,0.10200005410179523,kNN,0.5,CVC-ClinicDB,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1585.5285504582105,1780.5769423558895,0.7112915473552895,0.8142105263157895,0.3509022556390977,0.4995739348370928,0.3909962034065195,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8163265306122449,0.9400000000000001,0.10900379659348051,0.10291897896049988,kNN,0.5,CVC-ClinicDB,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,2485.324356763468,1782.8395989974938,0.696668138235497,0.8118295739348371,0.3822556390977444,0.5720551378446115,0.4165523901496861,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8163265306122449,0.9400000000000001,0.18344760985031397,0.11516143569934008,kNN,0.6000000000000001,CVC-ClinicDB,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1621.5822703430188,1821.5799498746867,0.6959112266085782,0.8118295739348371,0.3822556390977444,0.5720551378446115,0.4165523901496861,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8163265306122449,0.9400000000000001,0.18344760985031397,0.11591834732625886,kNN,0.6000000000000001,CVC-ClinicDB,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,2751.700074254714,1889.3984962406016,0.652999987827096,0.794360902255639,0.4330576441102757,0.6823308270676691,0.48835572471383526,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8163265306122449,0.9400000000000001,0.21164427528616478,0.141360914428543,kNN,0.7000000000000001,CVC-ClinicDB,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1722.8797501739343,1783.2676691729325,0.6526982728381834,0.794360902255639,0.4330576441102757,0.6823308270676691,0.48835572471383526,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8163265306122449,0.9400000000000001,0.21164427528616478,0.14166262941745583,kNN,0.7000000000000001,CVC-ClinicDB,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,3171.422171727213,2062.308270676692,0.5841930866020962,0.7660150375939849,0.516265664160401,0.788546365914787,0.6014945891442043,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8163265306122449,0.9400000000000001,0.19850541085579582,0.18182195099188878,kNN,0.8,CVC-ClinicDB,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1882.491861607129,1797.9443609022558,0.5846086144965276,0.7660150375939849,0.516265664160401,0.788546365914787,0.6014945891442043,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8163265306122449,0.9400000000000001,0.19850541085579582,0.18140642309745741,kNN,0.8,CVC-ClinicDB,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,3249.6725895959544,2235.218045112782,0.5713651492465649,0.7376691729323308,0.5238847117794486,0.9026065162907267,0.6225875062724269,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8163265306122449,0.9400000000000001,0.2774124937275732,0.16630402368576597,kNN,0.9,CVC-ClinicDB,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1912.2489663480292,2025.0967418546365,0.571914395512445,0.7376691729323308,0.5238847117794486,0.9026065162907267,0.6225875062724269,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8163265306122449,0.9400000000000001,0.2774124937275732,0.16575477741988584,kNN,0.9,CVC-ClinicDB,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,3260.8262829226333,2277.872180451128,0.5695366749307159,0.7306766917293234,0.5343609022556391,1.0,0.6255940579998296,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8163265306122449,0.9400000000000001,0.3744059420001704,0.1611400167986074,kNN,1.0,CVC-ClinicDB,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1916.4904979539897,2201.614536340852,0.5701049812060874,0.7306766917293234,0.5343609022556391,1.0,0.6255940579998296,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8163265306122449,0.9400000000000001,0.3744059420001704,0.16057171052323593,kNN,1.0,CVC-ClinicDB,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,1503.6272380898279,1207.2380952380952,0.8576020921164216,0.9061904761904762,0.1770175438596491,0.0,0.15192944584883683,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.15192944584883683,0.04858838407405461,kNN,0.0,EndoCV2020,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1248.262040498199,1423.1994987468672,0.8551676055507321,0.9061904761904762,0.1770175438596491,0.0,0.15192944584883683,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.15192944584883683,0.05102287063974415,kNN,0.0,EndoCV2020,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,1593.7148556766983,1213.5062656641603,0.8428336302169347,0.9051629072681705,0.19929824561403509,0.09739348370927318,0.17621315836812748,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.07621315836812748,0.06232927705123577,kNN,0.1,EndoCV2020,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1282.5206009686037,1426.5323308270677,0.8405530900433477,0.9051629072681705,0.19929824561403509,0.09739348370927318,0.17621315836812748,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.07621315836812748,0.06460981722482274,kNN,0.1,EndoCV2020,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,1887.199715154048,1330.766917293233,0.7947213581714676,0.8859398496240601,0.2636842105263158,0.21145363408521303,0.25532394126168084,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.06262157011525031,0.09121849145259263,kNN,0.2,EndoCV2020,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1394.1271577282785,1459.2185463659146,0.7929423401433596,0.8859398496240601,0.2636842105263158,0.21145363408521303,0.25532394126168084,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.06262157011525031,0.09299750948070053,kNN,0.2,EndoCV2020,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,1950.276536998189,1556.8796992481202,0.7843808955740673,0.8488721804511278,0.2661152882205514,0.3176691729323308,0.27232671533123143,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.08058686922378805,0.06604925697946971,kNN,0.30000000000000004,EndoCV2020,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1418.1140404243902,1540.7659147869674,0.7827096664897489,0.8488721804511278,0.2661152882205514,0.3176691729323308,0.27232671533123143,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.08058686922378805,0.06754305737764904,kNN,0.30000000000000004,EndoCV2020,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,2045.8334350447085,1461.1754385964912,0.7687158303205396,0.8645614035087719,0.2886215538847118,0.42794486215538846,0.29808470853334085,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.10191529146665917,0.09584557318823232,kNN,0.4,EndoCV2020,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1454.4524613725769,1485.972932330827,0.7672078938183632,0.8645614035087719,0.2886215538847118,0.42794486215538846,0.29808470853334085,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.10191529146665917,0.09735350969040872,kNN,0.4,EndoCV2020,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,2307.1971821079956,1498.3258145363409,0.7258693144085253,0.858471177944862,0.33483709273182954,0.4995739348370928,0.36853703335510923,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.13146296664489074,0.1326018635363368,kNN,0.5,EndoCV2020,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1553.8439867939803,1522.1754385964912,0.7248080098294098,0.858471177944862,0.33483709273182954,0.4995739348370928,0.36853703335510923,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.13146296664489074,0.13366316811545226,kNN,0.5,EndoCV2020,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,2223.927417843043,1669.5538847117793,0.7395200954355668,0.8304010025062656,0.3195238095238095,0.5720551378446115,0.346091118243531,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.25390888175646903,0.09088090707069889,kNN,0.6000000000000001,EndoCV2020,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1522.1781227069832,1553.3328320802007,0.7383164951656206,0.8304010025062656,0.3195238095238095,0.5720551378446115,0.346091118243531,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.25390888175646903,0.09208450734064508,kNN,0.6000000000000001,EndoCV2020,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,2429.844782219986,1816.62656641604,0.70576315045574,0.8062907268170425,0.3844110275689223,0.6823308270676691,0.40159750428418584,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.2984024957158142,0.10052757636130262,kNN,0.7000000000000001,EndoCV2020,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1600.4844723294636,1588.6180451127818,0.704911432455147,0.8062907268170425,0.3844110275689223,0.6823308270676691,0.40159750428418584,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.2984024957158142,0.10137929436189555,kNN,0.7000000000000001,EndoCV2020,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,2406.1728414398112,1908.203007518797,0.7096437964852769,0.7912781954887219,0.36000000000000004,0.788546365914787,0.39521657624904133,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.4047834237509587,0.08163439900344494,kNN,0.8,EndoCV2020,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1591.4824958493173,1670.4406015037596,0.7087516266448552,0.7912781954887219,0.36000000000000004,0.788546365914787,0.39521657624904133,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.4047834237509587,0.08252656884386654,kNN,0.8,EndoCV2020,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,2471.8976358868026,1898.7243107769423,0.6988692400185569,0.7928320802005012,0.38390977443609026,0.9026065162907267,0.4129331288285473,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.4870668711714527,0.09546173041886961,kNN,0.9,EndoCV2020,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1616.4763507794462,1632.0365914786967,0.6980893841148097,0.7928320802005012,0.38390977443609026,0.9026065162907267,0.4129331288285473,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.4870668711714527,0.09617636748617593,kNN,0.9,EndoCV2020,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,2983.5083165279634,2235.218045112782,0.6149986366347601,0.7376691729323308,0.47774436090225564,1.0,0.5508411679495555,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.44915883205044455,0.12267053629757067,kNN,1.0,EndoCV2020,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1811.0318946992174,1739.3293233082707,0.6150930475898284,0.7376691729323308,0.47774436090225564,1.0,0.5508411679495555,0.9499999999999998,0.34183673469387754,0.7559055118110236,0.8163265306122449,0.9400000000000001,0.44915883205044455,0.12257612534250238,kNN,1.0,EndoCV2020,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,1503.6272380898279,1207.2380952380952,0.8576020921164216,0.9061904761904762,0.1770175438596491,0.0,0.15192944584883683,0.9499999999999998,0.34183673469387754,0.9791666666666665,0.8163265306122449,0.9400000000000001,0.15192944584883683,0.04858838407405461,kNN,0.0,contrast_0.025,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1248.262040498199,1423.1994987468672,0.8551676055507321,0.9061904761904762,0.1770175438596491,0.0,0.15192944584883683,0.9499999999999998,0.34183673469387754,0.9791666666666665,0.8163265306122449,0.9400000000000001,0.15192944584883683,0.05102287063974415,kNN,0.0,contrast_0.025,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,1455.7596627835103,1030.5062656641603,0.8654492356092606,0.9351629072681704,0.17085213032581453,0.09739348370927318,0.1390264246693365,0.9499999999999998,0.34183673469387754,0.9791666666666665,0.8163265306122449,0.9400000000000001,0.039026424669336514,0.06971367165890985,kNN,0.1,contrast_0.025,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1230.0589370403702,1228.5498746867167,0.8629329504488862,0.9351629072681704,0.17085213032581453,0.09739348370927318,0.1390264246693365,0.9499999999999998,0.34183673469387754,0.9791666666666665,0.8163265306122449,0.9400000000000001,0.039026424669336514,0.0722299568192842,kNN,0.1,contrast_0.025,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,1534.4882892606581,974.3984962406015,0.852542903399892,0.9443609022556392,0.18067669172932332,0.21145363408521303,0.16024824608742574,0.9499999999999998,0.34183673469387754,0.9791666666666665,0.8163265306122449,0.9400000000000001,0.04614113535322391,0.09181799885574705,kNN,0.2,contrast_0.025,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1259.9978951698654,1186.5684210526315,0.8501611537986322,0.9443609022556392,0.18067669172932332,0.21145363408521303,0.16024824608742574,0.9499999999999998,0.34183673469387754,0.9791666666666665,0.8163265306122449,0.9400000000000001,0.04614113535322391,0.09419974845700683,kNN,0.2,contrast_0.025,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,1384.2459625859035,962.1679197994987,0.8771727930187043,0.9463659147869673,0.15140350877192985,0.3176691729323308,0.11974943429810353,0.9499999999999998,0.34183673469387754,0.9791666666666665,0.8163265306122449,0.9400000000000001,0.18025056570189651,0.06919312176826307,kNN,0.30000000000000004,contrast_0.025,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1202.8636743804425,1131.5919799498747,0.874534301539346,0.9463659147869673,0.15140350877192985,0.3176691729323308,0.11974943429810353,0.9499999999999998,0.34183673469387754,0.9791666666666665,0.8163265306122449,0.9400000000000001,0.18025056570189651,0.07183161324762138,kNN,0.30000000000000004,contrast_0.025,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,1551.4677681792175,994.8847117794486,0.8497593822657019,0.9410025062656641,0.18834586466165415,0.42794486215538846,0.16482517681142947,0.9499999999999998,0.34183673469387754,0.9791666666666665,0.8163265306122449,0.9400000000000001,0.23517482318857055,0.09124312399996215,kNN,0.4,contrast_0.025,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1266.4548591885496,1209.3784461152882,0.8474066480784282,0.9410025062656641,0.18834586466165415,0.42794486215538846,0.16482517681142947,0.9499999999999998,0.34183673469387754,0.9791666666666665,0.8163265306122449,0.9400000000000001,0.23517482318857055,0.09359585818723593,kNN,0.4,contrast_0.025,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,1496.1283370325436,876.0952380952381,0.8588314201585994,0.9604761904761904,0.17543859649122806,0.4995739348370928,0.14990806752445057,0.9499999999999998,0.34183673469387754,0.9791666666666665,0.8163265306122449,0.9400000000000001,0.35009193247554937,0.10164477031759105,kNN,0.5,contrast_0.025,EtisLaribDB,deeplabv3plus
1,Detector Tree,350.5,1245.4103549701094,1074.842105263158,0.8563841190819546,0.9604761904761904,0.17543859649122806,0.4995739348370928,0.14990806752445057,0.9499999999999998,0.34183673469387754,0.9791666666666665,0.8163265306122449,0.9400000000000001,0.35009193247554937,0.10409207139423593,kNN,0.5,contrast_0.025,EtisLaribDB,deeplabv3plus
0,Base Tree,350.5,1477.2397116644822,914.468671679198,0.8619279161205766,0.9541854636591478,0.1810275689223058,0.5720551378446115,0.1448165137614678,0.9499999999999998,0.34183673469387754,0.9791666666666665,0.8163265306122449,0.9400000000000001,0.4551834862385322,0.09225754753857117,kNN,0.6000000000000001,contrast_0.025,EtisLaribDB,deeplabv3plus
