Dataset,feature_name,OoD Val Fold,OoD Test Fold,tpr,tnr,ba,bias,k
OfficeHome,rabanser,Clipart,Clipart,0.9166666666666666,0.5185185185185186,0.7175925925925926,Synthetic,5
OfficeHome,rabanser,Clipart,Clipart,0.9166666666666666,1.0,0.9583333333333333,Temporal,5
OfficeHome,rabanser,Clipart,Product,0.37037037037037035,1.0,0.6851851851851851,Unbiased,5
OfficeHome,rabanser,Clipart,Product,0.37037037037037035,0.962962962962963,0.6666666666666667,Class,5
OfficeHome,rabanser,Clipart,Product,0.37037037037037035,0.5185185185185186,0.4444444444444445,Synthetic,5
OfficeHome,rabanser,Clipart,Product,0.37037037037037035,1.0,0.6851851851851851,Temporal,5
OfficeHome,rabanser,Product,Art,0.8,0.7037037037037037,0.7518518518518519,Unbiased,5
OfficeHome,rabanser,Product,Art,0.8,0.40740740740740744,0.6037037037037037,Class,5
OfficeHome,rabanser,Product,Art,0.8,0.11111111111111116,0.4555555555555556,Synthetic,5
OfficeHome,rabanser,Product,Art,0.8,0.5925925925925926,0.6962962962962963,Temporal,5
OfficeHome,rabanser,Product,Clipart,0.9907407407407407,0.7037037037037037,0.8472222222222222,Unbiased,5
OfficeHome,rabanser,Product,Clipart,0.9907407407407407,0.40740740740740744,0.6990740740740741,Class,5
OfficeHome,rabanser,Product,Clipart,0.9907407407407407,0.11111111111111116,0.5509259259259259,Synthetic,5
OfficeHome,rabanser,Product,Clipart,0.9907407407407407,0.5925925925925926,0.7916666666666666,Temporal,5
OfficeHome,rabanser,Product,Product,0.7129629629629629,0.7037037037037037,0.7083333333333333,Unbiased,5
OfficeHome,rabanser,Product,Product,0.7129629629629629,0.40740740740740744,0.5601851851851851,Class,5
OfficeHome,rabanser,Product,Product,0.7129629629629629,0.11111111111111116,0.41203703703703703,Synthetic,5
OfficeHome,rabanser,Product,Product,0.7129629629629629,0.5925925925925926,0.6527777777777777,Temporal,5
Office31,rabanser,webcam,webcam,0.9183673469387755,0.9411764705882353,0.9297719087635055,Unbiased,0
Office31,rabanser,webcam,webcam,0.9183673469387755,0.6470588235294117,0.7827130852340936,Class,0
Office31,rabanser,webcam,webcam,0.9183673469387755,0.4117647058823529,0.6650660264105642,Synthetic,0
Office31,rabanser,webcam,webcam,0.9183673469387755,1.0,0.9591836734693877,Temporal,0
Office31,rabanser,webcam,dslr,0.9032258064516129,0.9411764705882353,0.922201138519924,Unbiased,0
Office31,rabanser,webcam,dslr,0.9032258064516129,0.6470588235294117,0.7751423149905123,Class,0
Office31,rabanser,webcam,dslr,0.9032258064516129,0.4117647058823529,0.6574952561669829,Synthetic,0
Office31,rabanser,webcam,dslr,0.9032258064516129,1.0,0.9516129032258065,Temporal,0
Office31,rabanser,dslr,webcam,0.9183673469387755,0.9411764705882353,0.9297719087635055,Unbiased,0
Office31,rabanser,dslr,webcam,0.9183673469387755,0.6470588235294117,0.7827130852340936,Class,0
Office31,rabanser,dslr,webcam,0.9183673469387755,0.4117647058823529,0.6650660264105642,Synthetic,0
Office31,rabanser,dslr,webcam,0.9183673469387755,1.0,0.9591836734693877,Temporal,0
Office31,rabanser,dslr,dslr,0.9032258064516129,0.9411764705882353,0.922201138519924,Unbiased,0
Office31,rabanser,dslr,dslr,0.9032258064516129,0.6470588235294117,0.7751423149905123,Class,0
Office31,rabanser,dslr,dslr,0.9032258064516129,0.4117647058823529,0.6574952561669829,Synthetic,0
Office31,rabanser,dslr,dslr,0.9032258064516129,1.0,0.9516129032258065,Temporal,0
Office31,rabanser,dslr,dslr,0.9919354838709677,1.0,0.9959677419354839,Unbiased,5
Office31,rabanser,dslr,dslr,0.9919354838709677,1.0,0.9959677419354839,Class,5
Office31,rabanser,dslr,dslr,0.9919354838709677,1.0,0.9959677419354839,Synthetic,5
Office31,rabanser,dslr,dslr,0.9919354838709677,1.0,0.9959677419354839,Temporal,5
Office31,rabanser,dslr,webcam,0.9693877551020408,1.0,0.9846938775510203,Unbiased,5
Office31,rabanser,dslr,webcam,0.9693877551020408,1.0,0.9846938775510203,Class,5
Office31,rabanser,dslr,webcam,0.9693877551020408,1.0,0.9846938775510203,Synthetic,5
Office31,rabanser,dslr,webcam,0.9693877551020408,1.0,0.9846938775510203,Temporal,5
Office31,rabanser,webcam,dslr,0.9919354838709677,1.0,0.9959677419354839,Unbiased,5
Office31,rabanser,webcam,dslr,0.9919354838709677,1.0,0.9959677419354839,Class,5
Office31,rabanser,webcam,dslr,0.9919354838709677,0.9411764705882353,0.9665559772296015,Synthetic,5
Office31,rabanser,webcam,dslr,0.9919354838709677,1.0,0.9959677419354839,Temporal,5
Office31,rabanser,webcam,webcam,0.9948979591836735,1.0,0.9974489795918368,Unbiased,5
Office31,rabanser,webcam,webcam,0.9948979591836735,1.0,0.9974489795918368,Class,5
Office31,rabanser,webcam,webcam,0.9948979591836735,0.9411764705882353,0.9680372148859544,Synthetic,5
Office31,rabanser,webcam,webcam,0.9948979591836735,1.0,0.9974489795918368,Temporal,5
NICO,rabanser,outdoor,outdoor,0.6380689655172413,0.717948717948718,0.6780088417329797,Unbiased,0
NICO,rabanser,outdoor,outdoor,0.6380689655172413,0.46153846153846156,0.5498037135278515,Class,0
NICO,rabanser,outdoor,outdoor,0.6380689655172413,0.39743589743589747,0.5177524314765694,Synthetic,0
NICO,rabanser,outdoor,outdoor,0.6380689655172413,0.7307692307692308,0.6844190981432361,Temporal,0
NICO,rabanser,outdoor,water,0.7312119160460393,0.717948717948718,0.7245803169973786,Unbiased,0
NICO,rabanser,outdoor,water,0.7312119160460393,0.46153846153846156,0.5963751887922504,Class,0
NICO,rabanser,outdoor,water,0.7312119160460393,0.39743589743589747,0.5643239067409684,Synthetic,0
NICO,rabanser,outdoor,water,0.7312119160460393,0.7307692307692308,0.7309905734076351,Temporal,0
NICO,rabanser,outdoor,rock,0.6815192022066624,0.717948717948718,0.6997339600776902,Unbiased,0
NICO,rabanser,outdoor,rock,0.6815192022066624,0.46153846153846156,0.571528831872562,Class,0
NICO,rabanser,outdoor,rock,0.6815192022066624,0.39743589743589747,0.5394775498212799,Synthetic,0
NICO,rabanser,outdoor,rock,0.6815192022066624,0.7307692307692308,0.7061442164879466,Temporal,0
NICO,rabanser,outdoor,grass,0.6684505606523955,0.717948717948718,0.6931996393005567,Unbiased,0
NICO,rabanser,outdoor,grass,0.6684505606523955,0.46153846153846156,0.5649945110954285,Class,0
NICO,rabanser,outdoor,grass,0.6684505606523955,0.39743589743589747,0.5329432290441465,Synthetic,0
NICO,rabanser,outdoor,grass,0.6684505606523955,0.7307692307692308,0.6996098957108132,Temporal,0
NICO,rabanser,outdoor,autumn,0.6868475991649269,0.717948717948718,0.7023981585568224,Unbiased,0
NICO,rabanser,outdoor,autumn,0.6868475991649269,0.46153846153846156,0.5741930303516942,Class,0
NICO,rabanser,outdoor,autumn,0.6868475991649269,0.39743589743589747,0.5421417483004122,Synthetic,0
NICO,rabanser,outdoor,autumn,0.6868475991649269,0.7307692307692308,0.7088084149670788,Temporal,0
NICO,rabanser,water,outdoor,0.6380689655172413,0.717948717948718,0.6780088417329797,Unbiased,0
NICO,rabanser,water,outdoor,0.6380689655172413,0.46153846153846156,0.5498037135278515,Class,0
NICO,rabanser,water,outdoor,0.6380689655172413,0.39743589743589747,0.5177524314765694,Synthetic,0
NICO,rabanser,water,outdoor,0.6380689655172413,0.7307692307692308,0.6844190981432361,Temporal,0
NICO,rabanser,water,water,0.7312119160460393,0.717948717948718,0.7245803169973786,Unbiased,0
NICO,rabanser,water,water,0.7312119160460393,0.46153846153846156,0.5963751887922504,Class,0
NICO,rabanser,water,water,0.7312119160460393,0.39743589743589747,0.5643239067409684,Synthetic,0
NICO,rabanser,water,water,0.7312119160460393,0.7307692307692308,0.7309905734076351,Temporal,0
NICO,rabanser,water,rock,0.6815192022066624,0.717948717948718,0.6997339600776902,Unbiased,0
NICO,rabanser,water,rock,0.6815192022066624,0.46153846153846156,0.571528831872562,Class,0
NICO,rabanser,water,rock,0.6815192022066624,0.39743589743589747,0.5394775498212799,Synthetic,0
NICO,rabanser,water,rock,0.6815192022066624,0.7307692307692308,0.7061442164879466,Temporal,0
NICO,rabanser,water,grass,0.6684505606523955,0.717948717948718,0.6931996393005567,Unbiased,0
NICO,rabanser,water,grass,0.6684505606523955,0.46153846153846156,0.5649945110954285,Class,0
NICO,rabanser,water,grass,0.6684505606523955,0.39743589743589747,0.5329432290441465,Synthetic,0
NICO,rabanser,water,grass,0.6684505606523955,0.7307692307692308,0.6996098957108132,Temporal,0
NICO,rabanser,water,autumn,0.6868475991649269,0.717948717948718,0.7023981585568224,Unbiased,0
NICO,rabanser,water,autumn,0.6868475991649269,0.46153846153846156,0.5741930303516942,Class,0
NICO,rabanser,water,autumn,0.6868475991649269,0.39743589743589747,0.5421417483004122,Synthetic,0
NICO,rabanser,water,autumn,0.6868475991649269,0.7307692307692308,0.7088084149670788,Temporal,0
NICO,rabanser,rock,outdoor,0.6262068965517241,0.7307692307692308,0.6784880636604775,Unbiased,0
NICO,rabanser,rock,outdoor,0.6262068965517241,0.47435897435897434,0.5502829354553492,Class,0
NICO,rabanser,rock,outdoor,0.6262068965517241,0.4358974358974359,0.53105216622458,Synthetic,0
NICO,rabanser,rock,outdoor,0.6262068965517241,0.7435897435897436,0.6848983200707339,Temporal,0
NICO,rabanser,rock,water,0.721281877679982,0.7307692307692308,0.7260255542246064,Unbiased,0
NICO,rabanser,rock,water,0.721281877679982,0.47435897435897434,0.5978204260194782,Class,0
NICO,rabanser,rock,water,0.721281877679982,0.4358974358974359,0.578589656788709,Synthetic,0
NICO,rabanser,rock,water,0.721281877679982,0.7435897435897436,0.7324358106348627,Temporal,0
NICO,rabanser,rock,rock,0.672607680882665,0.7307692307692308,0.701688455825948,Unbiased,0
NICO,rabanser,rock,rock,0.672607680882665,0.47435897435897434,0.5734833276208197,Class,0
NICO,rabanser,rock,rock,0.672607680882665,0.4358974358974359,0.5542525583900504,Synthetic,0
NICO,rabanser,rock,rock,0.672607680882665,0.7435897435897436,0.7080987122362044,Temporal,0
NICO,rabanser,rock,grass,0.6574923547400612,0.7307692307692308,0.6941307927546461,Unbiased,0
NICO,rabanser,rock,grass,0.6574923547400612,0.47435897435897434,0.5659256645495178,Class,0
NICO,rabanser,rock,grass,0.6574923547400612,0.4358974358974359,0.5466948953187485,Synthetic,0
NICO,rabanser,rock,grass,0.6574923547400612,0.7435897435897436,0.7005410491649025,Temporal,0
NICO,rabanser,rock,autumn,0.6784968684759917,0.7307692307692308,0.7046330496226112,Unbiased,0
NICO,rabanser,rock,autumn,0.6784968684759917,0.47435897435897434,0.576427921417483,Class,0
NICO,rabanser,rock,autumn,0.6784968684759917,0.4358974358974359,0.5571971521867138,Synthetic,0
NICO,rabanser,rock,autumn,0.6784968684759917,0.7435897435897436,0.7110433060328676,Temporal,0
NICO,rabanser,grass,outdoor,0.6380689655172413,0.717948717948718,0.6780088417329797,Unbiased,0
NICO,rabanser,grass,outdoor,0.6380689655172413,0.46153846153846156,0.5498037135278515,Class,0
NICO,rabanser,grass,outdoor,0.6380689655172413,0.39743589743589747,0.5177524314765694,Synthetic,0
NICO,rabanser,grass,outdoor,0.6380689655172413,0.7307692307692308,0.6844190981432361,Temporal,0
NICO,rabanser,grass,water,0.7312119160460393,0.717948717948718,0.7245803169973786,Unbiased,0
NICO,rabanser,grass,water,0.7312119160460393,0.46153846153846156,0.5963751887922504,Class,0
NICO,rabanser,grass,water,0.7312119160460393,0.39743589743589747,0.5643239067409684,Synthetic,0
NICO,rabanser,grass,water,0.7312119160460393,0.7307692307692308,0.7309905734076351,Temporal,0
NICO,rabanser,grass,rock,0.6815192022066624,0.717948717948718,0.6997339600776902,Unbiased,0
NICO,rabanser,grass,rock,0.6815192022066624,0.46153846153846156,0.571528831872562,Class,0
NICO,rabanser,grass,rock,0.6815192022066624,0.39743589743589747,0.5394775498212799,Synthetic,0
NICO,rabanser,grass,rock,0.6815192022066624,0.7307692307692308,0.7061442164879466,Temporal,0
NICO,rabanser,grass,grass,0.6684505606523955,0.717948717948718,0.6931996393005567,Unbiased,0
NICO,rabanser,grass,grass,0.6684505606523955,0.46153846153846156,0.5649945110954285,Class,0
NICO,rabanser,grass,grass,0.6684505606523955,0.39743589743589747,0.5329432290441465,Synthetic,0
NICO,rabanser,grass,grass,0.6684505606523955,0.7307692307692308,0.6996098957108132,Temporal,0
NICO,rabanser,grass,autumn,0.6868475991649269,0.717948717948718,0.7023981585568224,Unbiased,0
NICO,rabanser,grass,autumn,0.6868475991649269,0.46153846153846156,0.5741930303516942,Class,0
NICO,rabanser,grass,autumn,0.6868475991649269,0.39743589743589747,0.5421417483004122,Synthetic,0
NICO,rabanser,grass,autumn,0.6868475991649269,0.7307692307692308,0.7088084149670788,Temporal,0
NICO,rabanser,autumn,outdoor,0.6753103448275862,0.641025641025641,0.6581679929266135,Unbiased,0
NICO,rabanser,autumn,outdoor,0.6753103448275862,0.42307692307692313,0.5491936339522547,Class,0
NICO,rabanser,autumn,outdoor,0.6753103448275862,0.3717948717948718,0.523552608311229,Synthetic,0
NICO,rabanser,autumn,outdoor,0.6753103448275862,0.6025641025641026,0.6389372236958444,Temporal,0
NICO,rabanser,autumn,water,0.7580681561724216,0.641025641025641,0.6995468985990313,Unbiased,0
NICO,rabanser,autumn,water,0.7580681561724216,0.42307692307692313,0.5905725396246724,Class,0
NICO,rabanser,autumn,water,0.7580681561724216,0.3717948717948718,0.5649315139836467,Synthetic,0
NICO,rabanser,autumn,water,0.7580681561724216,0.6025641025641026,0.6803161293682621,Temporal,0
NICO,rabanser,autumn,rock,0.7167409293443666,0.641025641025641,0.6788832851850037,Unbiased,0
NICO,rabanser,autumn,rock,0.7167409293443666,0.42307692307692313,0.5699089262106449,Class,0
NICO,rabanser,autumn,rock,0.7167409293443666,0.3717948717948718,0.5442679005696192,Synthetic,0
NICO,rabanser,autumn,rock,0.7167409293443666,0.6025641025641026,0.6596525159542346,Temporal,0
NICO,rabanser,autumn,grass,0.7056574923547401,0.641025641025641,0.6733415666901905,Unbiased,0
NICO,rabanser,autumn,grass,0.7056574923547401,0.42307692307692313,0.5643672077158316,Class,0
NICO,rabanser,autumn,grass,0.7056574923547401,0.3717948717948718,0.5387261820748059,Synthetic,0
NICO,rabanser,autumn,grass,0.7056574923547401,0.6025641025641026,0.6541107974594214,Temporal,0
NICO,rabanser,autumn,autumn,0.7181628392484343,0.641025641025641,0.6795942401370376,Unbiased,0
NICO,rabanser,autumn,autumn,0.7181628392484343,0.42307692307692313,0.5706198811626787,Class,0
NICO,rabanser,autumn,autumn,0.7181628392484343,0.3717948717948718,0.544978855521653,Synthetic,0
NICO,rabanser,autumn,autumn,0.7181628392484343,0.6025641025641026,0.6603634709062685,Temporal,0
NICO,rabanser,outdoor,outdoor,0.9997715851987209,0.7435897435897436,0.8716806643942323,Unbiased,5
NICO,rabanser,outdoor,outdoor,0.9997715851987209,0.15384615384615385,0.5768088695224374,Class,5
NICO,rabanser,outdoor,outdoor,0.9997715851987209,0.10256410256410253,0.5511678438814117,Synthetic,5
NICO,rabanser,outdoor,outdoor,0.9997715851987209,0.7564102564102564,0.8780909208044887,Temporal,5
NICO,rabanser,outdoor,water,0.9996658870698296,0.7435897435897436,0.8716278153297866,Unbiased,5
NICO,rabanser,outdoor,water,0.9996658870698296,0.15384615384615385,0.5767560204579918,Class,5
NICO,rabanser,outdoor,water,0.9996658870698296,0.10256410256410253,0.551114994816966,Synthetic,5
NICO,rabanser,outdoor,water,0.9996658870698296,0.7564102564102564,0.878038071740043,Temporal,5
NICO,rabanser,outdoor,rock,0.9997529033852236,0.7435897435897436,0.8716713234874836,Unbiased,5
NICO,rabanser,outdoor,rock,0.9997529033852236,0.15384615384615385,0.5767995286156887,Class,5
NICO,rabanser,outdoor,rock,0.9997529033852236,0.10256410256410253,0.5511585029746631,Synthetic,5
NICO,rabanser,outdoor,rock,0.9997529033852236,0.7564102564102564,0.8780815798977399,Temporal,5
NICO,rabanser,outdoor,grass,1.0,0.7435897435897436,0.8717948717948718,Unbiased,5
NICO,rabanser,outdoor,grass,1.0,0.15384615384615385,0.5769230769230769,Class,5
NICO,rabanser,outdoor,grass,1.0,0.10256410256410253,0.5512820512820513,Synthetic,5
NICO,rabanser,outdoor,grass,1.0,0.7564102564102564,0.8782051282051282,Temporal,5
NICO,rabanser,outdoor,autumn,1.0,0.7435897435897436,0.8717948717948718,Unbiased,5
NICO,rabanser,outdoor,autumn,1.0,0.15384615384615385,0.5769230769230769,Class,5
NICO,rabanser,outdoor,autumn,1.0,0.10256410256410253,0.5512820512820513,Synthetic,5
NICO,rabanser,outdoor,autumn,1.0,0.7564102564102564,0.8782051282051282,Temporal,5
NICO,rabanser,water,outdoor,0.8871630881681133,1.0,0.9435815440840567,Unbiased,5
NICO,rabanser,water,outdoor,0.8871630881681133,0.7435897435897436,0.8153764158789285,Class,5
NICO,rabanser,water,outdoor,0.8871630881681133,0.5769230769230769,0.732043082545595,Synthetic,5
NICO,rabanser,water,outdoor,0.8871630881681133,0.9871794871794872,0.9371712876738003,Temporal,5
NICO,rabanser,water,water,0.9492148346140996,1.0,0.9746074173070498,Unbiased,5
NICO,rabanser,water,water,0.9492148346140996,0.7435897435897436,0.8464022891019216,Class,5
NICO,rabanser,water,water,0.9492148346140996,0.5769230769230769,0.7630689557685882,Synthetic,5
NICO,rabanser,water,water,0.9492148346140996,0.9871794871794872,0.9681971608967934,Temporal,5
NICO,rabanser,water,rock,0.9093155423770695,1.0,0.9546577711885347,Unbiased,5
NICO,rabanser,water,rock,0.9093155423770695,0.7435897435897436,0.8264526429834065,Class,5
NICO,rabanser,water,rock,0.9093155423770695,0.5769230769230769,0.7431193096500732,Synthetic,5
NICO,rabanser,water,rock,0.9093155423770695,0.9871794871794872,0.9482475147782783,Temporal,5
NICO,rabanser,water,grass,0.9554882311815428,1.0,0.9777441155907713,Unbiased,5
NICO,rabanser,water,grass,0.9554882311815428,0.7435897435897436,0.8495389873856432,Class,5
NICO,rabanser,water,grass,0.9554882311815428,0.5769230769230769,0.7662056540523099,Synthetic,5
NICO,rabanser,water,grass,0.9554882311815428,0.9871794871794872,0.971333859180515,Temporal,5
NICO,rabanser,water,autumn,0.8866528558745191,1.0,0.9433264279372595,Unbiased,5
NICO,rabanser,water,autumn,0.8866528558745191,0.7435897435897436,0.8151212997321313,Class,5
NICO,rabanser,water,autumn,0.8866528558745191,0.5769230769230769,0.7317879663987981,Synthetic,5
NICO,rabanser,water,autumn,0.8866528558745191,0.9871794871794872,0.9369161715270031,Temporal,5
NICO,rabanser,rock,outdoor,0.9997715851987209,0.7435897435897436,0.8716806643942323,Unbiased,5
NICO,rabanser,rock,outdoor,0.9997715851987209,0.15384615384615385,0.5768088695224374,Class,5
NICO,rabanser,rock,outdoor,0.9997715851987209,0.10256410256410253,0.5511678438814117,Synthetic,5
NICO,rabanser,rock,outdoor,0.9997715851987209,0.7564102564102564,0.8780909208044887,Temporal,5
NICO,rabanser,rock,water,0.9996658870698296,0.7435897435897436,0.8716278153297866,Unbiased,5
NICO,rabanser,rock,water,0.9996658870698296,0.15384615384615385,0.5767560204579918,Class,5
NICO,rabanser,rock,water,0.9996658870698296,0.10256410256410253,0.551114994816966,Synthetic,5
NICO,rabanser,rock,water,0.9996658870698296,0.7564102564102564,0.878038071740043,Temporal,5
NICO,rabanser,rock,rock,0.9997529033852236,0.7435897435897436,0.8716713234874836,Unbiased,5
NICO,rabanser,rock,rock,0.9997529033852236,0.15384615384615385,0.5767995286156887,Class,5
NICO,rabanser,rock,rock,0.9997529033852236,0.10256410256410253,0.5511585029746631,Synthetic,5
NICO,rabanser,rock,rock,0.9997529033852236,0.7564102564102564,0.8780815798977399,Temporal,5
NICO,rabanser,rock,grass,1.0,0.7435897435897436,0.8717948717948718,Unbiased,5
NICO,rabanser,rock,grass,1.0,0.15384615384615385,0.5769230769230769,Class,5
NICO,rabanser,rock,grass,1.0,0.10256410256410253,0.5512820512820513,Synthetic,5
NICO,rabanser,rock,grass,1.0,0.7564102564102564,0.8782051282051282,Temporal,5
NICO,rabanser,rock,autumn,1.0,0.7435897435897436,0.8717948717948718,Unbiased,5
NICO,rabanser,rock,autumn,1.0,0.15384615384615385,0.5769230769230769,Class,5
NICO,rabanser,rock,autumn,1.0,0.10256410256410253,0.5512820512820513,Synthetic,5
NICO,rabanser,rock,autumn,1.0,0.7564102564102564,0.8782051282051282,Temporal,5
NICO,rabanser,grass,outdoor,0.8871630881681133,1.0,0.9435815440840567,Unbiased,5
NICO,rabanser,grass,outdoor,0.8871630881681133,0.7435897435897436,0.8153764158789285,Class,5
NICO,rabanser,grass,outdoor,0.8871630881681133,0.5769230769230769,0.732043082545595,Synthetic,5
NICO,rabanser,grass,outdoor,0.8871630881681133,0.9871794871794872,0.9371712876738003,Temporal,5
NICO,rabanser,grass,water,0.9492148346140996,1.0,0.9746074173070498,Unbiased,5
NICO,rabanser,grass,water,0.9492148346140996,0.7435897435897436,0.8464022891019216,Class,5
NICO,rabanser,grass,water,0.9492148346140996,0.5769230769230769,0.7630689557685882,Synthetic,5
NICO,rabanser,grass,water,0.9492148346140996,0.9871794871794872,0.9681971608967934,Temporal,5
NICO,rabanser,grass,rock,0.9093155423770695,1.0,0.9546577711885347,Unbiased,5
NICO,rabanser,grass,rock,0.9093155423770695,0.7435897435897436,0.8264526429834065,Class,5
NICO,rabanser,grass,rock,0.9093155423770695,0.5769230769230769,0.7431193096500732,Synthetic,5
NICO,rabanser,grass,rock,0.9093155423770695,0.9871794871794872,0.9482475147782783,Temporal,5
NICO,rabanser,grass,grass,0.9554882311815428,1.0,0.9777441155907713,Unbiased,5
NICO,rabanser,grass,grass,0.9554882311815428,0.7435897435897436,0.8495389873856432,Class,5
NICO,rabanser,grass,grass,0.9554882311815428,0.5769230769230769,0.7662056540523099,Synthetic,5
NICO,rabanser,grass,grass,0.9554882311815428,0.9871794871794872,0.971333859180515,Temporal,5
NICO,rabanser,grass,autumn,0.8866528558745191,1.0,0.9433264279372595,Unbiased,5
NICO,rabanser,grass,autumn,0.8866528558745191,0.7435897435897436,0.8151212997321313,Class,5
NICO,rabanser,grass,autumn,0.8866528558745191,0.5769230769230769,0.7317879663987981,Synthetic,5
NICO,rabanser,grass,autumn,0.8866528558745191,0.9871794871794872,0.9369161715270031,Temporal,5
NICO,rabanser,autumn,outdoor,0.9997715851987209,0.7435897435897436,0.8716806643942323,Unbiased,5
NICO,rabanser,autumn,outdoor,0.9997715851987209,0.15384615384615385,0.5768088695224374,Class,5
NICO,rabanser,autumn,outdoor,0.9997715851987209,0.10256410256410253,0.5511678438814117,Synthetic,5
