Dataset,feature_name,OoD Val Fold,OoD Test Fold,tpr,tnr,ba,bias,k
CCT,Entropy,OoD Val,OoD Val,0.6632462686567164,0.362475442043222,0.5128608553499692,ClusterSampler,-1
CCT,Entropy,OoD Val,OoD Val,0.6620111731843575,0.3726647000983284,0.517337936641343,SequentialSampler,-1
CCT,Entropy,OoD Val,OoD Test,0.6616399622997172,0.3786028334147533,0.5201213978572352,RandomSampler,-1
CCT,Entropy,OoD Val,OoD Test,0.6635249764373233,0.36834391792867616,0.5159344471829997,ClassOrderSampler,-1
CCT,Entropy,OoD Val,OoD Test,0.6647727272727273,0.3693957115009746,0.517084219386851,ClusterSampler,-1
CCT,Entropy,OoD Val,OoD Test,0.6635160680529301,0.3795121951219512,0.5215141315874406,SequentialSampler,-1
CCT,Entropy,OoD Test,OoD Val,0.7383488681757656,0.8461538461538461,0.7922513571648059,RandomSampler,-1
CCT,Entropy,OoD Test,OoD Val,0.7511606313834726,0.2850812407680945,0.5181209360757835,ClassOrderSampler,-1
CCT,Entropy,OoD Test,OoD Val,0.7527985074626866,0.287819253438114,0.5203088804504004,ClusterSampler,-1
CCT,Entropy,OoD Test,OoD Val,0.7513966480446927,0.2989183874139626,0.5251575177293277,SequentialSampler,-1
CCT,Entropy,OoD Test,OoD Test,0.7540056550424128,0.2989741084513923,0.5264898817469026,RandomSampler,-1
CCT,Entropy,OoD Test,OoD Test,0.7549481621112158,0.28627259404005867,0.5206103780756373,ClassOrderSampler,-1
CCT,Entropy,OoD Test,OoD Test,0.7566287878787878,0.28898635477582846,0.5228075713273082,ClusterSampler,-1
CCT,Entropy,OoD Test,OoD Test,0.7551984877126654,0.30000000000000004,0.5275992438563327,SequentialSampler,-1
CCT,Entropy,OoD Val,OoD Val,0.003550821127385708,1.0,0.5017754105636929,RandomSampler,0
CCT,Entropy,OoD Val,OoD Val,0.002188183807439825,0.9926315789473684,0.4974098813774041,ClassOrderSampler,0
CCT,Entropy,OoD Val,OoD Val,0.0022123893805309734,0.9958005249343832,0.49900645715745706,ClusterSampler,0
CCT,Entropy,OoD Val,OoD Test,0.0044444444444444444,0.9958049292081804,0.5001246868263124,RandomSampler,0
CCT,Entropy,OoD Val,OoD Test,0.004395604395604396,0.9921135646687698,0.4982545845321871,ClassOrderSampler,0
CCT,Entropy,OoD Val,OoD Test,0.0044444444444444444,0.995280545359203,0.4998624949018237,ClusterSampler,0
CCT,Entropy,OoD Test,OoD Val,0.003550821127385708,1.0,0.5017754105636929,RandomSampler,0
CCT,Entropy,OoD Test,OoD Val,0.002188183807439825,0.9926315789473684,0.4974098813774041,ClassOrderSampler,0
CCT,Entropy,OoD Test,OoD Val,0.0022123893805309734,0.9958005249343832,0.49900645715745706,ClusterSampler,0
CCT,Entropy,OoD Test,OoD Test,0.0044444444444444444,0.9958049292081804,0.5001246868263124,RandomSampler,0
CCT,Entropy,OoD Test,OoD Test,0.004395604395604396,0.9921135646687698,0.4982545845321871,ClassOrderSampler,0
CCT,Entropy,OoD Test,OoD Test,0.0044444444444444444,0.995280545359203,0.4998624949018237,ClusterSampler,0
CCT,Entropy,OoD Val,OoD Val,0.5429427430093209,0.8173076923076923,0.6801252176585066,RandomSampler,5
CCT,Entropy,OoD Val,OoD Val,0.46673095467695275,0.44616127474649925,0.456446114711726,ClassOrderSampler,5
CCT,Entropy,OoD Val,OoD Val,0.4689922480620155,0.447495183044316,0.4582437155531658,ClusterSampler,5
CCT,Entropy,OoD Val,OoD Val,0.4690522243713733,0.40115718418514945,0.43510470427826137,SequentialSampler,5
CCT,Entropy,OoD Val,OoD Test,0.4534412955465587,0.4726415094339622,0.4630414024902605,RandomSampler,5
CCT,Entropy,OoD Val,OoD Test,0.45288753799392095,0.4813767090994814,0.4671321235467012,ClassOrderSampler,5
CCT,Entropy,OoD Val,OoD Test,0.45519348268839105,0.4825964252116651,0.4688949539500281,ClusterSampler,5
CCT,Entropy,OoD Val,OoD Test,0.45528455284552843,0.43738229755178903,0.4463334251986587,SequentialSampler,5
CCT,Entropy,OoD Test,OoD Val,0.6501331557922769,0.7788461538461539,0.7144896548192154,RandomSampler,5
CCT,Entropy,OoD Test,OoD Val,0.5718418514946962,0.3433124094640271,0.45757713047936166,ClassOrderSampler,5
CCT,Entropy,OoD Test,OoD Val,0.5746124031007752,0.34489402697495186,0.45975321503786354,ClusterSampler,5
CCT,Entropy,OoD Test,OoD Val,0.5754352030947776,0.296046287367406,0.4357407452310918,SequentialSampler,5
CCT,Entropy,OoD Test,OoD Test,0.555668016194332,0.3613207547169811,0.4584943854556566,RandomSampler,5
CCT,Entropy,OoD Test,OoD Test,0.5552178318135765,0.37199434229137196,0.46360608705247425,ClassOrderSampler,5
CCT,Entropy,OoD Test,OoD Test,0.5580448065173116,0.3734713076199435,0.46575805706862755,ClusterSampler,5
CCT,Entropy,OoD Test,OoD Test,0.5589430894308943,0.32580037664783423,0.4423717330393643,SequentialSampler,5
CCT,Energy,OoD Val,OoD Val,0.8372170439414115,0.9903846153846154,0.9138008296630135,RandomSampler,-1
CCT,Energy,OoD Val,OoD Val,0.8690807799442897,0.21713441654357457,0.5431075982439322,ClassOrderSampler,-1
CCT,Energy,OoD Val,OoD Val,0.8731343283582089,0.21758349705304514,0.5453589127056271,ClusterSampler,-1
CCT,Energy,OoD Val,OoD Val,0.8715083798882681,0.2222222222222222,0.5468653010552451,SequentialSampler,-1
CCT,Energy,OoD Val,OoD Test,0.8680490103675778,0.2183683439179287,0.5432086771427532,RandomSampler,-1
CCT,Energy,OoD Val,OoD Test,0.8680490103675778,0.2134831460674157,0.5407660782174968,ClassOrderSampler,-1
CCT,Energy,OoD Val,OoD Test,0.8721590909090909,0.21393762183235865,0.5430483563707248,ClusterSampler,-1
CCT,Energy,OoD Val,OoD Test,0.8705103969754253,0.21853658536585363,0.5445234911706395,SequentialSampler,-1
CCT,Energy,OoD Test,OoD Val,0.8591877496671105,0.9711538461538461,0.9151707979104784,RandomSampler,-1
CCT,Energy,OoD Test,OoD Val,0.8941504178272981,0.19645494830132937,0.5453026830643137,ClassOrderSampler,-1
CCT,Energy,OoD Test,OoD Val,0.898320895522388,0.19744597249508844,0.5478834340087382,ClusterSampler,-1
CCT,Energy,OoD Test,OoD Val,0.8966480446927374,0.2025565388397247,0.5496022917662311,SequentialSampler,-1
CCT,Energy,OoD Test,OoD Test,0.9000942507068803,0.20322423058133854,0.5516592406441094,RandomSampler,-1
CCT,Energy,OoD Test,OoD Test,0.9000942507068803,0.19785051294577427,0.5489723818263272,ClassOrderSampler,-1
CCT,Energy,OoD Test,OoD Test,0.9043560606060606,0.19883040935672514,0.5515932349813928,ClusterSampler,-1
CCT,Energy,OoD Test,OoD Test,0.9026465028355387,0.2039024390243902,0.5532744709299644,SequentialSampler,-1
CCT,Energy,OoD Val,OoD Val,0.8339991122947181,0.9519230769230769,0.8929610946088975,RandomSampler,0
CCT,Energy,OoD Val,OoD Val,0.8336980306345733,0.19736842105263153,0.5155332258436024,ClassOrderSampler,0
CCT,Energy,OoD Val,OoD Val,0.8429203539823009,0.19947506561679795,0.5211977097995495,ClusterSampler,0
CCT,Energy,OoD Val,OoD Test,0.8688888888888889,0.19507079181961196,0.5319798403542504,RandomSampler,0
CCT,Energy,OoD Val,OoD Test,0.8593406593406593,0.1813880126182965,0.5203643359794778,ClassOrderSampler,0
CCT,Energy,OoD Val,OoD Test,0.8688888888888889,0.18353434714210803,0.5262116180154985,ClusterSampler,0
CCT,Energy,OoD Test,OoD Val,0.8339991122947181,0.9519230769230769,0.8929610946088975,RandomSampler,0
CCT,Energy,OoD Test,OoD Val,0.8336980306345733,0.19736842105263153,0.5155332258436024,ClassOrderSampler,0
CCT,Energy,OoD Test,OoD Val,0.8429203539823009,0.19947506561679795,0.5211977097995495,ClusterSampler,0
CCT,Energy,OoD Test,OoD Test,0.8688888888888889,0.19507079181961196,0.5319798403542504,RandomSampler,0
CCT,Energy,OoD Test,OoD Test,0.8593406593406593,0.1813880126182965,0.5203643359794778,ClassOrderSampler,0
CCT,Energy,OoD Test,OoD Test,0.8688888888888889,0.18353434714210803,0.5262116180154985,ClusterSampler,0
CCT,Energy,OoD Val,OoD Val,0.7093874833555259,0.8846153846153846,0.7970014339854552,RandomSampler,5
CCT,Energy,OoD Val,OoD Val,0.7222757955641272,0.33220666344760985,0.5272412295058686,ClassOrderSampler,5
CCT,Energy,OoD Val,OoD Val,0.7257751937984496,0.33333333333333337,0.5295542635658914,ClusterSampler,5
CCT,Energy,OoD Val,OoD Val,0.7243713733075435,0.32835101253616206,0.5263611929218528,SequentialSampler,5
CCT,Energy,OoD Val,OoD Test,0.7368421052631579,0.3292452830188679,0.5330436941410128,RandomSampler,5
CCT,Energy,OoD Val,OoD Test,0.7375886524822695,0.3347477604903347,0.536168206486302,ClassOrderSampler,5
CCT,Energy,OoD Val,OoD Test,0.7413441955193483,0.3358419567262465,0.5385930761227974,ClusterSampler,5
CCT,Energy,OoD Val,OoD Test,0.7398373983739838,0.33097928436911483,0.5354083413715494,SequentialSampler,5
CCT,Energy,OoD Test,OoD Val,0.6731025299600533,0.9134615384615384,0.7932820342107958,RandomSampler,5
CCT,Energy,OoD Test,OoD Val,0.6769527483124397,0.362143891839691,0.5195483200760653,ClassOrderSampler,5
CCT,Energy,OoD Test,OoD Val,0.6802325581395349,0.3631984585741811,0.521715508356858,ClusterSampler,5
CCT,Energy,OoD Test,OoD Val,0.6789168278529981,0.3635486981677917,0.5212327630103949,SequentialSampler,5
CCT,Energy,OoD Test,OoD Test,0.694331983805668,0.35424528301886793,0.524288633412268,RandomSampler,5
CCT,Energy,OoD Test,OoD Test,0.6950354609929078,0.3583215464403583,0.526678503716633,ClassOrderSampler,5
CCT,Energy,OoD Test,OoD Test,0.6985743380855397,0.3593603010348071,0.5289673195601734,ClusterSampler,5
CCT,Energy,OoD Test,OoD Test,0.6971544715447154,0.35969868173258,0.5284265766386478,SequentialSampler,5
CCT,Typicality,OoD Val,OoD Val,0.7394584997780737,0.6153846153846154,0.6774215575813445,RandomSampler,-1
CCT,Typicality,OoD Val,OoD Val,0.8041666666666667,0.27822390174775624,0.5411952842072114,ClusterSampler,-1
CCT,Typicality,OoD Val,OoD Val,0.8016528925619835,0.2836879432624113,0.5426704179121974,SequentialSampler,-1
CCT,Typicality,OoD Val,OoD Test,0.777292576419214,0.28148496240601506,0.5293887694126145,RandomSampler,-1
CCT,Typicality,OoD Val,OoD Test,0.777292576419214,0.2744360902255639,0.5258643333223889,ClusterSampler,-1
CCT,Typicality,OoD Val,OoD Test,0.7748917748917749,0.279868297271872,0.5273800360818235,SequentialSampler,-1
CCT,Typicality,OoD Test,OoD Val,0.7700843320017754,0.5096153846153846,0.63984985830858,RandomSampler,-1
CCT,Typicality,OoD Test,OoD Val,0.8416666666666667,0.24846480869154464,0.5450657376791057,ClusterSampler,-1
CCT,Typicality,OoD Test,OoD Val,0.8429752066115702,0.25248226950354613,0.5477287380575582,SequentialSampler,-1
CCT,Typicality,OoD Test,OoD Test,0.8078602620087336,0.2415413533834586,0.5247008076960962,RandomSampler,-1
CCT,Typicality,OoD Test,OoD Test,0.8078602620087336,0.2382518796992481,0.5230560708539909,ClusterSampler,-1
CCT,Typicality,OoD Test,OoD Test,0.8095238095238095,0.242238946378175,0.5258813779509923,SequentialSampler,-1
CCT,Typicality,OoD Val,OoD Val,0.4627163781624501,0.7692307692307692,0.6159735736966097,RandomSampler,5
CCT,Typicality,OoD Val,OoD Val,0.3337765957446808,0.5161290322580645,0.42495281400137264,ClassOrderSampler,5
CCT,Typicality,OoD Val,OoD Val,0.3360107095046854,0.5171537484116899,0.42658222895818765,ClusterSampler,5
CCT,Typicality,OoD Val,OoD Val,0.33511348464619495,0.5171682916490038,0.4261408881475994,SequentialSampler,5
CCT,Typicality,OoD Val,OoD Test,0.34274193548387094,0.5143824027072759,0.42856216909557343,RandomSampler,5
CCT,Typicality,OoD Val,OoD Test,0.3404539385847797,0.5231030097498941,0.4317784741673369,ClassOrderSampler,5
CCT,Typicality,OoD Val,OoD Test,0.34274193548387094,0.5241116751269035,0.43342680530538724,ClusterSampler,5
CCT,Typicality,OoD Val,OoD Test,0.3418230563002681,0.5241320914479255,0.4329775738740968,SequentialSampler,5
CCT,Typicality,OoD Test,OoD Val,0.4627163781624501,0.7692307692307692,0.6159735736966097,RandomSampler,5
CCT,Typicality,OoD Test,OoD Val,0.3337765957446808,0.5161290322580645,0.42495281400137264,ClassOrderSampler,5
CCT,Typicality,OoD Test,OoD Val,0.3360107095046854,0.5171537484116899,0.42658222895818765,ClusterSampler,5
CCT,Typicality,OoD Test,OoD Val,0.33511348464619495,0.5171682916490038,0.4261408881475994,SequentialSampler,5
CCT,Typicality,OoD Test,OoD Test,0.34274193548387094,0.5143824027072759,0.42856216909557343,RandomSampler,5
CCT,Typicality,OoD Test,OoD Test,0.3404539385847797,0.5231030097498941,0.4317784741673369,ClassOrderSampler,5
CCT,Typicality,OoD Test,OoD Test,0.34274193548387094,0.5241116751269035,0.43342680530538724,ClusterSampler,5
CCT,Typicality,OoD Test,OoD Test,0.3418230563002681,0.5241320914479255,0.4329775738740968,SequentialSampler,5
CCT,Softmax,OoD Val,OoD Val,0.8268974700399467,0.9326923076923077,0.8797948888661272,RandomSampler,-1
CCT,Softmax,OoD Val,OoD Val,0.8607242339832869,0.22648941408173318,0.54360682403251,ClassOrderSampler,-1
CCT,Softmax,OoD Val,OoD Val,0.8638059701492538,0.2254420432220039,0.5446240066856288,ClusterSampler,-1
CCT,Softmax,OoD Val,OoD Val,0.8621973929236499,0.23107177974434612,0.5466345863339981,SequentialSampler,-1
CCT,Softmax,OoD Val,OoD Test,0.8887841658812441,0.21592574499267225,0.5523549554369582,RandomSampler,-1
CCT,Softmax,OoD Val,OoD Test,0.8887841658812441,0.21250610649731316,0.5506451361892786,ClassOrderSampler,-1
CCT,Softmax,OoD Val,OoD Test,0.8920454545454546,0.2115009746588694,0.551773214602162,ClusterSampler,-1
CCT,Softmax,OoD Val,OoD Test,0.8903591682419659,0.2170731707317073,0.5537161694868367,SequentialSampler,-1
CCT,Softmax,OoD Test,OoD Val,0.7496671105193076,0.9807692307692307,0.8652181706442692,RandomSampler,-1
CCT,Softmax,OoD Test,OoD Val,0.7818012999071495,0.3003446578040374,0.5410729788555935,ClassOrderSampler,-1
CCT,Softmax,OoD Test,OoD Val,0.7845149253731343,0.2991159135559921,0.5418154194645632,ClusterSampler,-1
CCT,Softmax,OoD Test,OoD Val,0.7830540037243948,0.3043264503441495,0.5436902270342722,SequentialSampler,-1
CCT,Softmax,OoD Test,OoD Test,0.82186616399623,0.26917440156326333,0.5455202827797467,RandomSampler,-1
CCT,Softmax,OoD Test,OoD Test,0.822808671065033,0.265266243282853,0.544037457173943,ClassOrderSampler,-1
CCT,Softmax,OoD Test,OoD Test,0.8257575757575758,0.2641325536062378,0.5449450646819067,ClusterSampler,-1
CCT,Softmax,OoD Test,OoD Test,0.8241965973534972,0.26926829268292685,0.546732445018212,SequentialSampler,-1
CCT,Softmax,OoD Val,OoD Val,0.6138482023968043,0.9423076923076923,0.7780779473522483,RandomSampler,0
CCT,Softmax,OoD Val,OoD Val,0.06345733041575492,0.2873684210526316,0.17541287573419326,ClassOrderSampler,0
CCT,Softmax,OoD Val,OoD Val,0.06415929203539823,0.25249343832021,0.1583263651778041,ClusterSampler,0
CCT,Softmax,OoD Val,OoD Test,0.08222222222222222,0.30152071316203466,0.19187146769212843,RandomSampler,0
CCT,Softmax,OoD Val,OoD Test,0.08131868131868132,0.3028391167192429,0.1920788990189621,ClassOrderSampler,0
CCT,Softmax,OoD Val,OoD Test,0.08222222222222222,0.2679601468274777,0.17509118452484995,ClusterSampler,0
CCT,Softmax,OoD Test,OoD Val,0.6138482023968043,0.9423076923076923,0.7780779473522483,RandomSampler,0
CCT,Softmax,OoD Test,OoD Val,0.06345733041575492,0.2873684210526316,0.17541287573419326,ClassOrderSampler,0
CCT,Softmax,OoD Test,OoD Val,0.06415929203539823,0.25249343832021,0.1583263651778041,ClusterSampler,0
CCT,Softmax,OoD Test,OoD Test,0.08222222222222222,0.30152071316203466,0.19187146769212843,RandomSampler,0
CCT,Softmax,OoD Test,OoD Test,0.08131868131868132,0.3028391167192429,0.1920788990189621,ClassOrderSampler,0
CCT,Softmax,OoD Test,OoD Test,0.08222222222222222,0.2679601468274777,0.17509118452484995,ClusterSampler,0
CCT,Softmax,OoD Val,OoD Val,0.5972037283621837,0.9423076923076923,0.769755710334938,RandomSampler,5
CCT,Softmax,OoD Val,OoD Val,0.6152362584378014,0.441815548044423,0.5285259032411123,ClassOrderSampler,5
CCT,Softmax,OoD Val,OoD Val,0.6182170542635659,0.44267822736030826,0.5304476408119371,ClusterSampler,5
CCT,Softmax,OoD Val,OoD Val,0.6170212765957447,0.4426229508196722,0.5298221137077084,SequentialSampler,5
CCT,Softmax,OoD Val,OoD Test,0.6012145748987854,0.4377358490566038,0.5194752119776946,RandomSampler,5
CCT,Softmax,OoD Val,OoD Test,0.601823708206687,0.4408297972654408,0.5213267527360639,ClassOrderSampler,5
CCT,Softmax,OoD Val,OoD Test,0.604887983706721,0.44167450611476955,0.5232812449107453,ClusterSampler,5
CCT,Softmax,OoD Val,OoD Test,0.6036585365853658,0.44161958568738224,0.522639061136374,SequentialSampler,5
CCT,Softmax,OoD Test,OoD Val,0.5972037283621837,0.9423076923076923,0.769755710334938,RandomSampler,5
CCT,Softmax,OoD Test,OoD Val,0.6152362584378014,0.441815548044423,0.5285259032411123,ClassOrderSampler,5
CCT,Softmax,OoD Test,OoD Val,0.6182170542635659,0.44267822736030826,0.5304476408119371,ClusterSampler,5
CCT,Softmax,OoD Test,OoD Val,0.6170212765957447,0.4426229508196722,0.5298221137077084,SequentialSampler,5
CCT,Softmax,OoD Test,OoD Test,0.6012145748987854,0.4377358490566038,0.5194752119776946,RandomSampler,5
CCT,Softmax,OoD Test,OoD Test,0.601823708206687,0.4408297972654408,0.5213267527360639,ClassOrderSampler,5
CCT,Softmax,OoD Test,OoD Test,0.604887983706721,0.44167450611476955,0.5232812449107453,ClusterSampler,5
CCT,Softmax,OoD Test,OoD Test,0.6036585365853658,0.44161958568738224,0.522639061136374,SequentialSampler,5
CCT,rabanser,OoD Val,OoD Val,0.0,1.0,0.5,RandomSampler,0
CCT,rabanser,OoD Val,OoD Test,0.0,1.0,0.5,RandomSampler,0
CCT,rabanser,OoD Test,OoD Val,0.0,1.0,0.5,RandomSampler,0
CCT,rabanser,OoD Test,OoD Test,0.0,1.0,0.5,RandomSampler,0
CCT,rabanser,OoD Val,OoD Val,0.0,1.0,0.5,RandomSampler,5
CCT,rabanser,OoD Val,OoD Val,0.0,1.0,0.5,ClassOrderSampler,5
CCT,rabanser,OoD Val,OoD Val,0.0,1.0,0.5,ClusterSampler,5
CCT,rabanser,OoD Val,OoD Val,0.0,1.0,0.5,SequentialSampler,5
CCT,rabanser,OoD Val,OoD Test,0.0,1.0,0.5,RandomSampler,5
CCT,rabanser,OoD Val,OoD Test,0.0,1.0,0.5,ClassOrderSampler,5
CCT,rabanser,OoD Val,OoD Test,0.0,1.0,0.5,ClusterSampler,5
CCT,rabanser,OoD Val,OoD Test,0.0,1.0,0.5,SequentialSampler,5
CCT,rabanser,OoD Test,OoD Val,0.0,1.0,0.5,RandomSampler,5
CCT,rabanser,OoD Test,OoD Val,0.0,1.0,0.5,ClassOrderSampler,5
CCT,rabanser,OoD Test,OoD Val,0.0,1.0,0.5,ClusterSampler,5
CCT,rabanser,OoD Test,OoD Val,0.0,1.0,0.5,SequentialSampler,5
CCT,rabanser,OoD Test,OoD Test,0.0,1.0,0.5,RandomSampler,5
CCT,rabanser,OoD Test,OoD Test,0.0,1.0,0.5,ClassOrderSampler,5
CCT,rabanser,OoD Test,OoD Test,0.0,1.0,0.5,ClusterSampler,5
CCT,rabanser,OoD Test,OoD Test,0.0,1.0,0.5,SequentialSampler,5
OfficeHome,kNN,Art,Art,0.7,0.7037037037037037,0.7018518518518518,RandomSampler,-1
OfficeHome,kNN,Art,Art,0.7222222222222222,0.46376811594202894,0.5929951690821256,ClassOrderSampler,-1
OfficeHome,kNN,Art,Art,0.7222222222222222,0.42028985507246375,0.571256038647343,ClusterSampler,-1
OfficeHome,kNN,Art,Art,0.7647058823529411,0.4571428571428572,0.6109243697478992,SequentialSampler,-1
OfficeHome,kNN,Art,Clipart,0.8076923076923077,0.32530120481927716,0.5664967562557924,RandomSampler,-1
OfficeHome,kNN,Art,Clipart,0.803921568627451,0.3214285714285714,0.5626750700280112,ClassOrderSampler,-1
OfficeHome,kNN,Art,Clipart,0.803921568627451,0.2857142857142857,0.5448179271708684,ClusterSampler,-1
OfficeHome,kNN,Art,Clipart,0.82,0.3176470588235294,0.5688235294117647,SequentialSampler,-1
OfficeHome,kNN,Art,Product,0.2,0.8260869565217391,0.5130434782608696,RandomSampler,-1
