Dataset,feature_name,OoD Val Fold,OoD Test Fold,tpr,tnr,ba,bias,k,batch_size
OfficeHome,rabanser,Product,Art,0.76,0.5925925925925926,0.6762962962962963,Temporal,5,1
OfficeHome,rabanser,Product,Clipart,0.9925925925925926,0.6944444444444444,0.8435185185185186,Unbiased,5,1
OfficeHome,rabanser,Product,Clipart,0.9925925925925926,0.40740740740740744,0.7,Class,5,1
OfficeHome,rabanser,Product,Clipart,0.9925925925925926,0.11111111111111116,0.5518518518518518,Synthetic,5,1
OfficeHome,rabanser,Product,Clipart,0.9925925925925926,0.5925925925925926,0.7925925925925925,Temporal,5,1
OfficeHome,rabanser,Product,Product,0.7111111111111111,0.6944444444444444,0.7027777777777777,Unbiased,5,1
OfficeHome,rabanser,Product,Product,0.7111111111111111,0.40740740740740744,0.5592592592592593,Class,5,1
OfficeHome,rabanser,Product,Product,0.7111111111111111,0.11111111111111116,0.41111111111111115,Synthetic,5,1
OfficeHome,rabanser,Product,Product,0.7111111111111111,0.5925925925925926,0.6518518518518519,Temporal,5,1
Office31,rabanser,webcam,webcam,0.9149659863945578,0.9019607843137255,0.9084633853541417,Unbiased,0,1
Office31,rabanser,webcam,webcam,0.9149659863945578,0.6862745098039216,0.8006202480992397,Class,0,1
Office31,rabanser,webcam,webcam,0.9149659863945578,0.37254901960784315,0.6437575030012005,Synthetic,0,1
Office31,rabanser,webcam,webcam,0.9149659863945578,1.0,0.9574829931972789,Temporal,0,1
Office31,rabanser,webcam,dslr,0.9112903225806451,0.9019607843137255,0.9066255534471853,Unbiased,0,1
Office31,rabanser,webcam,dslr,0.9112903225806451,0.6862745098039216,0.7987824161922834,Class,0,1
Office31,rabanser,webcam,dslr,0.9112903225806451,0.37254901960784315,0.6419196710942441,Synthetic,0,1
Office31,rabanser,webcam,dslr,0.9112903225806451,1.0,0.9556451612903225,Temporal,0,1
Office31,rabanser,dslr,webcam,0.9200680272108843,0.8823529411764706,0.9012104841936774,Unbiased,0,1
Office31,rabanser,dslr,webcam,0.9200680272108843,0.6666666666666667,0.7933673469387755,Class,0,1
Office31,rabanser,dslr,webcam,0.9200680272108843,0.37254901960784315,0.6463085234093637,Synthetic,0,1
Office31,rabanser,dslr,webcam,0.9200680272108843,1.0,0.9600340136054422,Temporal,0,1
Office31,rabanser,dslr,dslr,0.9220430107526881,0.8823529411764706,0.9021979759645793,Unbiased,0,1
Office31,rabanser,dslr,dslr,0.9220430107526881,0.6666666666666667,0.7943548387096775,Class,0,1
Office31,rabanser,dslr,dslr,0.9220430107526881,0.37254901960784315,0.6472960151802656,Synthetic,0,1
Office31,rabanser,dslr,dslr,0.9220430107526881,1.0,0.961021505376344,Temporal,0,1
Office31,rabanser,dslr,dslr,0.9913978494623656,1.0,0.9956989247311828,Unbiased,5,1
Office31,rabanser,dslr,dslr,0.9913978494623656,1.0,0.9956989247311828,Class,5,1
Office31,rabanser,dslr,dslr,0.9913978494623656,1.0,0.9956989247311828,Synthetic,5,1
Office31,rabanser,dslr,dslr,0.9913978494623656,1.0,0.9956989247311828,Temporal,5,1
Office31,rabanser,dslr,webcam,0.9714285714285714,1.0,0.9857142857142858,Unbiased,5,1
Office31,rabanser,dslr,webcam,0.9714285714285714,1.0,0.9857142857142858,Class,5,1
Office31,rabanser,dslr,webcam,0.9714285714285714,1.0,0.9857142857142858,Synthetic,5,1
Office31,rabanser,dslr,webcam,0.9714285714285714,1.0,0.9857142857142858,Temporal,5,1
Office31,rabanser,webcam,dslr,0.9913978494623656,1.0,0.9956989247311828,Unbiased,5,1
Office31,rabanser,webcam,dslr,0.9913978494623656,1.0,0.9956989247311828,Class,5,1
Office31,rabanser,webcam,dslr,0.9913978494623656,0.9117647058823529,0.9515812776723593,Synthetic,5,1
Office31,rabanser,webcam,dslr,0.9913978494623656,1.0,0.9956989247311828,Temporal,5,1
Office31,rabanser,webcam,webcam,0.9945578231292517,1.0,0.9972789115646259,Unbiased,5,1
Office31,rabanser,webcam,webcam,0.9945578231292517,1.0,0.9972789115646259,Class,5,1
Office31,rabanser,webcam,webcam,0.9945578231292517,0.9117647058823529,0.9531612645058023,Synthetic,5,1
Office31,rabanser,webcam,webcam,0.9945578231292517,1.0,0.9972789115646259,Temporal,5,1
NICO,rabanser,outdoor,outdoor,0.7080196727893204,0.641025641025641,0.6745226569074807,Unbiased,0,1
NICO,rabanser,outdoor,outdoor,0.7080196727893204,0.43162393162393164,0.569821802206626,Class,0,1
NICO,rabanser,outdoor,outdoor,0.7080196727893204,0.4017094017094017,0.554864537249361,Synthetic,0,1
NICO,rabanser,outdoor,outdoor,0.7080196727893204,0.6495726495726496,0.678796161180985,Temporal,0,1
NICO,rabanser,outdoor,water,0.7275273955672736,0.641025641025641,0.6842765182964573,Unbiased,0,1
NICO,rabanser,outdoor,water,0.7275273955672736,0.43162393162393164,0.5795756635956026,Class,0,1
NICO,rabanser,outdoor,water,0.7275273955672736,0.4017094017094017,0.5646183986383377,Synthetic,0,1
NICO,rabanser,outdoor,water,0.7275273955672736,0.6495726495726496,0.6885500225699617,Temporal,0,1
NICO,rabanser,outdoor,rock,0.7357649777190955,0.641025641025641,0.6883953093723683,Unbiased,0,1
NICO,rabanser,outdoor,rock,0.7357649777190955,0.43162393162393164,0.5836944546715136,Class,0,1
NICO,rabanser,outdoor,rock,0.7357649777190955,0.4017094017094017,0.5687371897142486,Synthetic,0,1
NICO,rabanser,outdoor,rock,0.7357649777190955,0.6495726495726496,0.6926688136458725,Temporal,0,1
NICO,rabanser,outdoor,grass,0.7342576097901015,0.641025641025641,0.6876416254078712,Unbiased,0,1
NICO,rabanser,outdoor,grass,0.7342576097901015,0.43162393162393164,0.5829407707070166,Class,0,1
NICO,rabanser,outdoor,grass,0.7342576097901015,0.4017094017094017,0.5679835057497515,Synthetic,0,1
NICO,rabanser,outdoor,grass,0.7342576097901015,0.6495726495726496,0.6919151296813755,Temporal,0,1
NICO,rabanser,outdoor,autumn,0.7034040453872719,0.641025641025641,0.6722148432064564,Unbiased,0,1
NICO,rabanser,outdoor,autumn,0.7034040453872719,0.43162393162393164,0.5675139885056018,Class,0,1
NICO,rabanser,outdoor,autumn,0.7034040453872719,0.4017094017094017,0.5525567235483368,Synthetic,0,1
NICO,rabanser,outdoor,autumn,0.7034040453872719,0.6495726495726496,0.6764883474799608,Temporal,0,1
NICO,rabanser,water,outdoor,0.5888788517514805,0.8205128205128205,0.7046958361321505,Unbiased,0,1
NICO,rabanser,water,outdoor,0.5888788517514805,0.6153846153846154,0.6021317335680479,Class,0,1
NICO,rabanser,water,outdoor,0.5888788517514805,0.5384615384615384,0.5636701951065095,Synthetic,0,1
NICO,rabanser,water,outdoor,0.5888788517514805,0.829059829059829,0.7089693404056547,Temporal,0,1
NICO,rabanser,water,water,0.6147318118151108,0.8205128205128205,0.7176223161639657,Unbiased,0,1
NICO,rabanser,water,water,0.6147318118151108,0.6153846153846154,0.6150582135998631,Class,0,1
NICO,rabanser,water,water,0.6147318118151108,0.5384615384615384,0.5765966751383247,Synthetic,0,1
NICO,rabanser,water,water,0.6147318118151108,0.829059829059829,0.7218958204374699,Temporal,0,1
NICO,rabanser,water,rock,0.6208945370523189,0.8205128205128205,0.7207036787825697,Unbiased,0,1
NICO,rabanser,water,rock,0.6208945370523189,0.6153846153846154,0.6181395762184672,Class,0,1
NICO,rabanser,water,rock,0.6208945370523189,0.5384615384615384,0.5796780377569286,Synthetic,0,1
NICO,rabanser,water,rock,0.6208945370523189,0.829059829059829,0.724977183056074,Temporal,0,1
NICO,rabanser,water,grass,0.6218728216249709,0.8205128205128205,0.7211928210688957,Unbiased,0,1
NICO,rabanser,water,grass,0.6218728216249709,0.6153846153846154,0.6186287185047932,Class,0,1
NICO,rabanser,water,grass,0.6218728216249709,0.5384615384615384,0.5801671800432546,Synthetic,0,1
NICO,rabanser,water,grass,0.6218728216249709,0.829059829059829,0.7254663253424,Temporal,0,1
NICO,rabanser,water,autumn,0.585002466699556,0.8205128205128205,0.7027576436061882,Unbiased,0,1
NICO,rabanser,water,autumn,0.585002466699556,0.6153846153846154,0.6001935410420858,Class,0,1
NICO,rabanser,water,autumn,0.585002466699556,0.5384615384615384,0.5617320025805472,Synthetic,0,1
NICO,rabanser,water,autumn,0.585002466699556,0.829059829059829,0.7070311478796925,Temporal,0,1
NICO,rabanser,rock,outdoor,0.7871123155676001,0.4914529914529915,0.6392826535102958,Unbiased,0,1
NICO,rabanser,rock,outdoor,0.7871123155676001,0.2777777777777778,0.5324450466726889,Class,0,1
NICO,rabanser,rock,outdoor,0.7871123155676001,0.2991452991452992,0.5431288073564496,Synthetic,0,1
NICO,rabanser,rock,outdoor,0.7871123155676001,0.5128205128205128,0.6499664141940564,Temporal,0,1
NICO,rabanser,rock,water,0.7995386009722336,0.4914529914529915,0.6454957962126125,Unbiased,0,1
NICO,rabanser,rock,water,0.7995386009722336,0.2777777777777778,0.5386581893750058,Class,0,1
NICO,rabanser,rock,water,0.7995386009722336,0.2991452991452992,0.5493419500587664,Synthetic,0,1
NICO,rabanser,rock,water,0.7995386009722336,0.5128205128205128,0.6561795568963732,Temporal,0,1
NICO,rabanser,rock,rock,0.8085492655553722,0.4914529914529915,0.6500011285041818,Unbiased,0,1
NICO,rabanser,rock,rock,0.8085492655553722,0.2777777777777778,0.543163521666575,Class,0,1
NICO,rabanser,rock,rock,0.8085492655553722,0.2991452991452992,0.5538472823503358,Synthetic,0,1
NICO,rabanser,rock,rock,0.8085492655553722,0.5128205128205128,0.6606848891879424,Temporal,0,1
NICO,rabanser,rock,grass,0.8081480907753079,0.4914529914529915,0.6498005411141496,Unbiased,0,1
NICO,rabanser,rock,grass,0.8081480907753079,0.2777777777777778,0.5429629342765429,Class,0,1
NICO,rabanser,rock,grass,0.8081480907753079,0.2991452991452992,0.5536466949603036,Synthetic,0,1
NICO,rabanser,rock,grass,0.8081480907753079,0.5128205128205128,0.6604843017979103,Temporal,0,1
NICO,rabanser,rock,autumn,0.781253083374445,0.4914529914529915,0.6363530374137183,Unbiased,0,1
NICO,rabanser,rock,autumn,0.781253083374445,0.2777777777777778,0.5295154305761114,Class,0,1
NICO,rabanser,rock,autumn,0.781253083374445,0.2991452991452992,0.540199191259872,Synthetic,0,1
NICO,rabanser,rock,autumn,0.781253083374445,0.5128205128205128,0.6470367980974789,Temporal,0,1
NICO,rabanser,grass,outdoor,0.7023988758406102,0.6538461538461539,0.678122514843382,Unbiased,0,1
NICO,rabanser,grass,outdoor,0.7023988758406102,0.44017094017094016,0.5712849080057751,Class,0,1
NICO,rabanser,grass,outdoor,0.7023988758406102,0.4145299145299145,0.5584643951852624,Synthetic,0,1
NICO,rabanser,grass,outdoor,0.7023988758406102,0.6581196581196581,0.6802592669801342,Temporal,0,1
NICO,rabanser,grass,water,0.7234901540743182,0.6538461538461539,0.688668153960236,Unbiased,0,1
NICO,rabanser,grass,water,0.7234901540743182,0.44017094017094016,0.5818305471226292,Class,0,1
NICO,rabanser,grass,water,0.7234901540743182,0.4145299145299145,0.5690100343021163,Synthetic,0,1
NICO,rabanser,grass,water,0.7234901540743182,0.6581196581196581,0.6908049060969881,Temporal,0,1
NICO,rabanser,grass,rock,0.7318864499092259,0.6538461538461539,0.6928663018776899,Unbiased,0,1
NICO,rabanser,grass,rock,0.7318864499092259,0.44017094017094016,0.586028695040083,Class,0,1
NICO,rabanser,grass,rock,0.7318864499092259,0.4145299145299145,0.5732081822195703,Synthetic,0,1
NICO,rabanser,grass,rock,0.7318864499092259,0.6581196581196581,0.6950030540144421,Temporal,0,1
NICO,rabanser,grass,grass,0.7293780497250406,0.6538461538461539,0.6916121017855972,Unbiased,0,1
NICO,rabanser,grass,grass,0.7293780497250406,0.44017094017094016,0.5847744949479904,Class,0,1
NICO,rabanser,grass,grass,0.7293780497250406,0.4145299145299145,0.5719539821274775,Synthetic,0,1
NICO,rabanser,grass,grass,0.7293780497250406,0.6581196581196581,0.6937488539223493,Temporal,0,1
NICO,rabanser,grass,autumn,0.6988653182042427,0.6538461538461539,0.6763557360251983,Unbiased,0,1
NICO,rabanser,grass,autumn,0.6988653182042427,0.44017094017094016,0.5695181291875915,Class,0,1
NICO,rabanser,grass,autumn,0.6988653182042427,0.4145299145299145,0.5566976163670786,Synthetic,0,1
NICO,rabanser,grass,autumn,0.6988653182042427,0.6581196581196581,0.6784924881619504,Temporal,0,1
NICO,rabanser,autumn,outdoor,0.7080196727893204,0.641025641025641,0.6745226569074807,Unbiased,0,1
NICO,rabanser,autumn,outdoor,0.7080196727893204,0.43162393162393164,0.569821802206626,Class,0,1
NICO,rabanser,autumn,outdoor,0.7080196727893204,0.4017094017094017,0.554864537249361,Synthetic,0,1
NICO,rabanser,autumn,outdoor,0.7080196727893204,0.6495726495726496,0.678796161180985,Temporal,0,1
NICO,rabanser,autumn,water,0.7275273955672736,0.641025641025641,0.6842765182964573,Unbiased,0,1
NICO,rabanser,autumn,water,0.7275273955672736,0.43162393162393164,0.5795756635956026,Class,0,1
NICO,rabanser,autumn,water,0.7275273955672736,0.4017094017094017,0.5646183986383377,Synthetic,0,1
NICO,rabanser,autumn,water,0.7275273955672736,0.6495726495726496,0.6885500225699617,Temporal,0,1
NICO,rabanser,autumn,rock,0.7357649777190955,0.641025641025641,0.6883953093723683,Unbiased,0,1
NICO,rabanser,autumn,rock,0.7357649777190955,0.43162393162393164,0.5836944546715136,Class,0,1
NICO,rabanser,autumn,rock,0.7357649777190955,0.4017094017094017,0.5687371897142486,Synthetic,0,1
NICO,rabanser,autumn,rock,0.7357649777190955,0.6495726495726496,0.6926688136458725,Temporal,0,1
NICO,rabanser,autumn,grass,0.7342576097901015,0.641025641025641,0.6876416254078712,Unbiased,0,1
NICO,rabanser,autumn,grass,0.7342576097901015,0.43162393162393164,0.5829407707070166,Class,0,1
NICO,rabanser,autumn,grass,0.7342576097901015,0.4017094017094017,0.5679835057497515,Synthetic,0,1
NICO,rabanser,autumn,grass,0.7342576097901015,0.6495726495726496,0.6919151296813755,Temporal,0,1
NICO,rabanser,autumn,autumn,0.7034040453872719,0.641025641025641,0.6722148432064564,Unbiased,0,1
NICO,rabanser,autumn,autumn,0.7034040453872719,0.43162393162393164,0.5675139885056018,Class,0,1
NICO,rabanser,autumn,autumn,0.7034040453872719,0.4017094017094017,0.5525567235483368,Synthetic,0,1
NICO,rabanser,autumn,autumn,0.7034040453872719,0.6495726495726496,0.6764883474799608,Temporal,0,1
NICO,rabanser,outdoor,outdoor,0.8042166114086543,0.8173076923076923,0.8107621518581734,Unbiased,5,1
NICO,rabanser,outdoor,outdoor,0.8042166114086543,0.41025641025641024,0.6072365108325323,Class,5,1
NICO,rabanser,outdoor,outdoor,0.8042166114086543,0.33974358974358976,0.571980100576122,Synthetic,5,1
NICO,rabanser,outdoor,outdoor,0.8042166114086543,0.7136752136752137,0.758945912541934,Temporal,5,1
NICO,rabanser,outdoor,water,0.7294388931591084,0.8173076923076923,0.7733732927334003,Unbiased,5,1
NICO,rabanser,outdoor,water,0.7294388931591084,0.41025641025641024,0.5698476517077593,Class,5,1
NICO,rabanser,outdoor,water,0.7294388931591084,0.33974358974358976,0.5345912414513491,Synthetic,5,1
NICO,rabanser,outdoor,water,0.7294388931591084,0.7136752136752137,0.721557053417161,Temporal,5,1
NICO,rabanser,outdoor,rock,0.7849182226081922,0.8173076923076923,0.8011129574579423,Unbiased,5,1
NICO,rabanser,outdoor,rock,0.7849182226081922,0.41025641025641024,0.5975873164323012,Class,5,1
NICO,rabanser,outdoor,rock,0.7849182226081922,0.33974358974358976,0.562330906175891,Synthetic,5,1
NICO,rabanser,outdoor,rock,0.7849182226081922,0.7136752136752137,0.749296718141703,Temporal,5,1
NICO,rabanser,outdoor,grass,0.8379915730337079,0.8173076923076923,0.8276496326707001,Unbiased,5,1
NICO,rabanser,outdoor,grass,0.8379915730337079,0.41025641025641024,0.624123991645059,Class,5,1
NICO,rabanser,outdoor,grass,0.8379915730337079,0.33974358974358976,0.5888675813886488,Synthetic,5,1
NICO,rabanser,outdoor,grass,0.8379915730337079,0.7136752136752137,0.7758333933544608,Temporal,5,1
NICO,rabanser,outdoor,autumn,0.7686198755097661,0.8173076923076923,0.7929637839087291,Unbiased,5,1
NICO,rabanser,outdoor,autumn,0.7686198755097661,0.41025641025641024,0.5894381428830882,Class,5,1
NICO,rabanser,outdoor,autumn,0.7686198755097661,0.33974358974358976,0.5541817326266779,Synthetic,5,1
NICO,rabanser,outdoor,autumn,0.7686198755097661,0.7136752136752137,0.7411475445924899,Temporal,5,1
NICO,rabanser,water,outdoor,0.8042166114086543,0.8173076923076923,0.8107621518581734,Unbiased,5,1
NICO,rabanser,water,outdoor,0.8042166114086543,0.41025641025641024,0.6072365108325323,Class,5,1
NICO,rabanser,water,outdoor,0.8042166114086543,0.33974358974358976,0.571980100576122,Synthetic,5,1
NICO,rabanser,water,outdoor,0.8042166114086543,0.7136752136752137,0.758945912541934,Temporal,5,1
NICO,rabanser,water,water,0.7294388931591084,0.8173076923076923,0.7733732927334003,Unbiased,5,1
NICO,rabanser,water,water,0.7294388931591084,0.41025641025641024,0.5698476517077593,Class,5,1
NICO,rabanser,water,water,0.7294388931591084,0.33974358974358976,0.5345912414513491,Synthetic,5,1
NICO,rabanser,water,water,0.7294388931591084,0.7136752136752137,0.721557053417161,Temporal,5,1
NICO,rabanser,water,rock,0.7849182226081922,0.8173076923076923,0.8011129574579423,Unbiased,5,1
NICO,rabanser,water,rock,0.7849182226081922,0.41025641025641024,0.5975873164323012,Class,5,1
NICO,rabanser,water,rock,0.7849182226081922,0.33974358974358976,0.562330906175891,Synthetic,5,1
NICO,rabanser,water,rock,0.7849182226081922,0.7136752136752137,0.749296718141703,Temporal,5,1
NICO,rabanser,water,grass,0.8379915730337079,0.8173076923076923,0.8276496326707001,Unbiased,5,1
NICO,rabanser,water,grass,0.8379915730337079,0.41025641025641024,0.624123991645059,Class,5,1
NICO,rabanser,water,grass,0.8379915730337079,0.33974358974358976,0.5888675813886488,Synthetic,5,1
NICO,rabanser,water,grass,0.8379915730337079,0.7136752136752137,0.7758333933544608,Temporal,5,1
NICO,rabanser,water,autumn,0.7686198755097661,0.8173076923076923,0.7929637839087291,Unbiased,5,1
NICO,rabanser,water,autumn,0.7686198755097661,0.41025641025641024,0.5894381428830882,Class,5,1
NICO,rabanser,water,autumn,0.7686198755097661,0.33974358974358976,0.5541817326266779,Synthetic,5,1
NICO,rabanser,water,autumn,0.7686198755097661,0.7136752136752137,0.7411475445924899,Temporal,5,1
NICO,rabanser,rock,outdoor,0.8042166114086543,0.8173076923076923,0.8107621518581734,Unbiased,5,1
NICO,rabanser,rock,outdoor,0.8042166114086543,0.41025641025641024,0.6072365108325323,Class,5,1
NICO,rabanser,rock,outdoor,0.8042166114086543,0.33974358974358976,0.571980100576122,Synthetic,5,1
NICO,rabanser,rock,outdoor,0.8042166114086543,0.7136752136752137,0.758945912541934,Temporal,5,1
NICO,rabanser,rock,water,0.7294388931591084,0.8173076923076923,0.7733732927334003,Unbiased,5,1
NICO,rabanser,rock,water,0.7294388931591084,0.41025641025641024,0.5698476517077593,Class,5,1
