level_0,index,Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Shift,TPR,InD Shift,TNR,balanced_accuracy
77,77,CCT,Energy,ind_span,True,False,brightness,0.157,ind_val,0.93,0.5435
78,78,CCT,Energy,ind_span,True,False,contrast,0.956,ind_test,0.966,0.961
79,79,CCT,Energy,ind_span,True,False,contrast,0.956,ind_val,0.93,0.9430000000000001
80,80,CCT,Energy,ind_span,True,False,hue,0.19,ind_test,0.966,0.578
81,81,CCT,Energy,ind_span,True,False,hue,0.19,ind_val,0.93,0.56
82,82,CCT,Energy,ind_span,True,False,multnoise,0.948,ind_test,0.966,0.957
83,83,CCT,Energy,ind_span,True,False,multnoise,0.948,ind_val,0.93,0.9390000000000001
84,84,CCT,Energy,ind_span,True,False,noise,1.0,ind_test,0.966,0.983
85,85,CCT,Energy,ind_span,True,False,noise,1.0,ind_val,0.93,0.9650000000000001
86,86,CCT,Energy,ind_span,True,False,saltpepper,0.995,ind_test,0.966,0.9804999999999999
87,87,CCT,Energy,ind_span,True,False,saltpepper,0.995,ind_val,0.93,0.9625
88,88,CCT,Energy,ind_span,True,False,smear,0.708,ind_test,0.966,0.837
89,89,CCT,Energy,ind_span,True,False,smear,0.708,ind_val,0.93,0.819
90,90,CCT,Energy,ind_span,True,True,OoD Test,0.726625,ind_test,0.9634444444444444,0.8450347222222222
91,91,CCT,Energy,ind_span,True,True,OoD Test,0.726625,ind_val,0.9316666666666666,0.8291458333333332
92,92,CCT,Energy,ind_span,True,True,OoD Val,0.699625,ind_test,0.9634444444444444,0.8315347222222222
93,93,CCT,Energy,ind_span,True,True,OoD Val,0.699625,ind_val,0.9316666666666666,0.8156458333333334
94,94,CCT,Energy,ind_span,True,True,brightness,0.4165,ind_test,0.9634444444444444,0.6899722222222222
95,95,CCT,Energy,ind_span,True,True,brightness,0.4165,ind_val,0.9316666666666666,0.6740833333333334
96,96,CCT,Energy,ind_span,True,True,contrast,0.954125,ind_test,0.9634444444444444,0.9587847222222222
97,97,CCT,Energy,ind_span,True,True,contrast,0.954125,ind_val,0.9316666666666666,0.9428958333333333
98,98,CCT,Energy,ind_span,True,True,hue,0.168625,ind_test,0.9634444444444444,0.5660347222222222
99,99,CCT,Energy,ind_span,True,True,hue,0.168625,ind_val,0.9316666666666666,0.5501458333333333
100,100,CCT,Energy,ind_span,True,True,multnoise,0.94625,ind_test,0.9634444444444444,0.9548472222222222
101,101,CCT,Energy,ind_span,True,True,multnoise,0.94625,ind_val,0.9316666666666666,0.9389583333333333
102,102,CCT,Energy,ind_span,True,True,noise,1.0,ind_test,0.9634444444444444,0.9817222222222222
103,103,CCT,Energy,ind_span,True,True,noise,1.0,ind_val,0.9316666666666666,0.9658333333333333
104,104,CCT,Energy,ind_span,True,True,saltpepper,0.992375,ind_test,0.9634444444444444,0.9779097222222222
105,105,CCT,Energy,ind_span,True,True,saltpepper,0.992375,ind_val,0.9316666666666666,0.9620208333333333
106,106,CCT,Energy,ind_span,True,True,smear,0.790625,ind_test,0.9634444444444444,0.8770347222222222
107,107,CCT,Energy,ind_span,True,True,smear,0.790625,ind_val,0.9316666666666666,0.8611458333333333
108,108,CCT,Energy,val_optimal,False,False,OoD Test,0.374875,ind_test,0.9031111111111112,0.6389930555555556
109,109,CCT,Energy,val_optimal,False,False,OoD Test,0.374875,ind_val,0.9291111111111112,0.6519930555555556
110,110,CCT,Energy,val_optimal,False,False,OoD Val,0.375,ind_test,0.9031111111111112,0.6390555555555556
111,111,CCT,Energy,val_optimal,False,False,OoD Val,0.375,ind_val,0.9291111111111112,0.6520555555555556
112,112,CCT,Energy,val_optimal,False,False,brightness,0.300875,ind_test,0.9031111111111112,0.6019930555555556
113,113,CCT,Energy,val_optimal,False,False,brightness,0.300875,ind_val,0.9291111111111112,0.6149930555555556
114,114,CCT,Energy,val_optimal,False,False,contrast,0.040375,ind_test,0.9031111111111112,0.4717430555555556
115,115,CCT,Energy,val_optimal,False,False,contrast,0.040375,ind_val,0.9291111111111112,0.48474305555555564
116,116,CCT,Energy,val_optimal,False,False,hue,0.156375,ind_test,0.9031111111111112,0.5297430555555556
117,117,CCT,Energy,val_optimal,False,False,hue,0.156375,ind_val,0.9291111111111112,0.5427430555555556
118,118,CCT,Energy,val_optimal,False,False,multnoise,0.4775,ind_test,0.9031111111111112,0.6903055555555556
119,119,CCT,Energy,val_optimal,False,False,multnoise,0.4775,ind_val,0.9291111111111112,0.7033055555555556
120,120,CCT,Energy,val_optimal,False,False,noise,0.5,ind_test,0.9031111111111112,0.7015555555555556
121,121,CCT,Energy,val_optimal,False,False,noise,0.5,ind_val,0.9291111111111112,0.7145555555555556
122,122,CCT,Energy,val_optimal,False,False,saltpepper,0.494625,ind_test,0.9031111111111112,0.6988680555555555
123,123,CCT,Energy,val_optimal,False,False,saltpepper,0.494625,ind_val,0.9291111111111112,0.7118680555555557
124,124,CCT,Energy,val_optimal,False,False,smear,0.109625,ind_test,0.9031111111111112,0.5063680555555556
125,125,CCT,Energy,val_optimal,False,False,smear,0.109625,ind_val,0.9291111111111112,0.5193680555555557
126,126,CCT,Energy,val_optimal,True,False,OoD Test,0.411875,ind_test,0.9031111111111112,0.6574930555555556
127,127,CCT,Energy,val_optimal,True,False,OoD Test,0.411875,ind_val,0.8851111111111111,0.6484930555555555
128,128,CCT,Energy,val_optimal,True,False,OoD Val,0.42325,ind_test,0.9031111111111112,0.6631805555555557
129,129,CCT,Energy,val_optimal,True,False,OoD Val,0.42325,ind_val,0.8851111111111111,0.6541805555555555
130,130,CCT,Energy,val_optimal,True,False,brightness,0.699125,ind_test,0.9031111111111112,0.8011180555555556
131,131,CCT,Energy,val_optimal,True,False,brightness,0.699125,ind_val,0.8851111111111111,0.7921180555555556
132,132,CCT,Energy,val_optimal,True,False,contrast,0.959625,ind_test,0.9031111111111112,0.9313680555555556
133,133,CCT,Energy,val_optimal,True,False,contrast,0.959625,ind_val,0.8851111111111111,0.9223680555555556
134,134,CCT,Energy,val_optimal,True,False,hue,0.164125,ind_test,0.9031111111111112,0.5336180555555556
135,135,CCT,Energy,val_optimal,True,False,hue,0.164125,ind_val,0.8851111111111111,0.5246180555555555
136,136,CCT,Energy,val_optimal,True,False,multnoise,0.4775,ind_test,0.9031111111111112,0.6903055555555556
137,137,CCT,Energy,val_optimal,True,False,multnoise,0.4775,ind_val,0.8851111111111111,0.6813055555555555
138,138,CCT,Energy,val_optimal,True,False,noise,0.5,ind_test,0.9031111111111112,0.7015555555555556
139,139,CCT,Energy,val_optimal,True,False,noise,0.5,ind_val,0.8851111111111111,0.6925555555555556
140,140,CCT,Energy,val_optimal,True,False,saltpepper,0.494625,ind_test,0.9031111111111112,0.6988680555555555
141,141,CCT,Energy,val_optimal,True,False,saltpepper,0.494625,ind_val,0.8851111111111111,0.6898680555555555
142,142,CCT,Energy,val_optimal,True,False,smear,0.890375,ind_test,0.9031111111111112,0.8967430555555556
143,143,CCT,Energy,val_optimal,True,False,smear,0.890375,ind_val,0.8851111111111111,0.8877430555555555
144,144,CCT,Energy,val_optimal,True,True,OoD Test,0.323875,ind_test,0.741,0.5324375
145,145,CCT,Energy,val_optimal,True,True,OoD Test,0.323875,ind_val,0.7297777777777777,0.5268263888888889
146,146,CCT,Energy,val_optimal,True,True,OoD Val,0.3465,ind_test,0.741,0.54375
147,147,CCT,Energy,val_optimal,True,True,OoD Val,0.3465,ind_val,0.7297777777777777,0.5381388888888888
148,148,CCT,Energy,val_optimal,True,True,brightness,0.697,ind_test,0.741,0.719
149,149,CCT,Energy,val_optimal,True,True,brightness,0.697,ind_val,0.7297777777777777,0.7133888888888889
150,150,CCT,Energy,val_optimal,True,True,contrast,0.726625,ind_test,0.741,0.7338125
151,151,CCT,Energy,val_optimal,True,True,contrast,0.726625,ind_val,0.7297777777777777,0.7282013888888889
152,152,CCT,Energy,val_optimal,True,True,hue,0.296375,ind_test,0.741,0.5186875
153,153,CCT,Energy,val_optimal,True,True,hue,0.296375,ind_val,0.7297777777777777,0.5130763888888888
154,154,CCT,Energy,val_optimal,True,True,multnoise,0.602875,ind_test,0.741,0.6719375000000001
155,155,CCT,Energy,val_optimal,True,True,multnoise,0.602875,ind_val,0.7297777777777777,0.6663263888888888
156,156,CCT,Energy,val_optimal,True,True,noise,0.625,ind_test,0.741,0.683
157,157,CCT,Energy,val_optimal,True,True,noise,0.625,ind_val,0.7297777777777777,0.6773888888888888
158,158,CCT,Energy,val_optimal,True,True,saltpepper,0.619625,ind_test,0.741,0.6803125
159,159,CCT,Energy,val_optimal,True,True,saltpepper,0.619625,ind_val,0.7297777777777777,0.6747013888888889
160,160,CCT,Energy,val_optimal,True,True,smear,0.81025,ind_test,0.741,0.775625
161,161,CCT,Energy,val_optimal,True,True,smear,0.81025,ind_val,0.7297777777777777,0.7700138888888889
162,162,CCT,Entropy,density,False,False,OoD Test,0.961,ind_test,0.565,0.7629999999999999
163,163,CCT,Entropy,density,False,False,OoD Test,0.961,ind_val,0.664,0.8125
164,164,CCT,Entropy,density,False,False,OoD Val,0.947,ind_test,0.565,0.756
165,165,CCT,Entropy,density,False,False,OoD Val,0.947,ind_val,0.664,0.8055
166,166,CCT,Entropy,density,False,False,brightness,0.762,ind_test,0.565,0.6635
167,167,CCT,Entropy,density,False,False,brightness,0.762,ind_val,0.664,0.7130000000000001
168,168,CCT,Entropy,density,False,False,contrast,0.439,ind_test,0.565,0.502
169,169,CCT,Entropy,density,False,False,contrast,0.439,ind_val,0.664,0.5515
170,170,CCT,Entropy,density,False,False,hue,1.0,ind_test,0.565,0.7825
171,171,CCT,Entropy,density,False,False,hue,1.0,ind_val,0.664,0.8320000000000001
172,172,CCT,Entropy,density,False,False,multnoise,0.993,ind_test,0.565,0.7789999999999999
173,173,CCT,Entropy,density,False,False,multnoise,0.993,ind_val,0.664,0.8285
174,174,CCT,Entropy,density,False,False,noise,1.0,ind_test,0.565,0.7825
175,175,CCT,Entropy,density,False,False,noise,1.0,ind_val,0.664,0.8320000000000001
176,176,CCT,Entropy,density,False,False,saltpepper,0.956,ind_test,0.565,0.7605
177,177,CCT,Entropy,density,False,False,saltpepper,0.956,ind_val,0.664,0.81
178,178,CCT,Entropy,density,False,False,smear,0.48,ind_test,0.565,0.5225
179,179,CCT,Entropy,density,False,False,smear,0.48,ind_val,0.664,0.5720000000000001
180,180,CCT,Entropy,density,True,False,OoD Test,0.821,ind_test,0.565,0.693
181,181,CCT,Entropy,density,True,False,OoD Test,0.821,ind_val,0.642,0.7315
182,182,CCT,Entropy,density,True,False,OoD Val,0.773,ind_test,0.565,0.669
183,183,CCT,Entropy,density,True,False,OoD Val,0.773,ind_val,0.642,0.7075
184,184,CCT,Entropy,density,True,False,brightness,0.238,ind_test,0.565,0.40149999999999997
185,185,CCT,Entropy,density,True,False,brightness,0.238,ind_val,0.642,0.44
186,186,CCT,Entropy,density,True,False,contrast,0.561,ind_test,0.565,0.563
187,187,CCT,Entropy,density,True,False,contrast,0.561,ind_val,0.642,0.6015
188,188,CCT,Entropy,density,True,False,hue,0.986,ind_test,0.565,0.7755
189,189,CCT,Entropy,density,True,False,hue,0.986,ind_val,0.642,0.8140000000000001
190,190,CCT,Entropy,density,True,False,multnoise,0.993,ind_test,0.565,0.7789999999999999
191,191,CCT,Entropy,density,True,False,multnoise,0.993,ind_val,0.642,0.8175
192,192,CCT,Entropy,density,True,False,noise,1.0,ind_test,0.565,0.7825
193,193,CCT,Entropy,density,True,False,noise,1.0,ind_val,0.642,0.821
194,194,CCT,Entropy,density,True,False,saltpepper,0.956,ind_test,0.565,0.7605
195,195,CCT,Entropy,density,True,False,saltpepper,0.956,ind_val,0.642,0.7989999999999999
196,196,CCT,Entropy,density,True,False,smear,0.52,ind_test,0.565,0.5425
197,197,CCT,Entropy,density,True,False,smear,0.52,ind_val,0.642,0.581
198,198,CCT,Entropy,density,True,True,OoD Test,0.808625,ind_test,0.518,0.6633125
199,199,CCT,Entropy,density,True,True,OoD Test,0.808625,ind_val,0.6186666666666667,0.7136458333333333
200,200,CCT,Entropy,density,True,True,OoD Val,0.760125,ind_test,0.518,0.6390625000000001
201,201,CCT,Entropy,density,True,True,OoD Val,0.760125,ind_val,0.6186666666666667,0.6893958333333334
202,202,CCT,Entropy,density,True,True,brightness,0.231,ind_test,0.518,0.3745
203,203,CCT,Entropy,density,True,True,brightness,0.231,ind_val,0.6186666666666667,0.42483333333333334
204,204,CCT,Entropy,density,True,True,contrast,0.505,ind_test,0.518,0.5115000000000001
205,205,CCT,Entropy,density,True,True,contrast,0.505,ind_val,0.6186666666666667,0.5618333333333334
206,206,CCT,Entropy,density,True,True,hue,0.986,ind_test,0.518,0.752
207,207,CCT,Entropy,density,True,True,hue,0.986,ind_val,0.6186666666666667,0.8023333333333333
208,208,CCT,Entropy,density,True,True,multnoise,0.994,ind_test,0.518,0.756
209,209,CCT,Entropy,density,True,True,multnoise,0.994,ind_val,0.6186666666666667,0.8063333333333333
210,210,CCT,Entropy,density,True,True,noise,1.0,ind_test,0.518,0.759
211,211,CCT,Entropy,density,True,True,noise,1.0,ind_val,0.6186666666666667,0.8093333333333333
212,212,CCT,Entropy,density,True,True,saltpepper,0.95925,ind_test,0.518,0.7386250000000001
213,213,CCT,Entropy,density,True,True,saltpepper,0.95925,ind_val,0.6186666666666667,0.7889583333333334
214,214,CCT,Entropy,density,True,True,smear,0.480125,ind_test,0.518,0.4990625
215,215,CCT,Entropy,density,True,True,smear,0.480125,ind_val,0.6186666666666667,0.5493958333333333
216,216,CCT,Entropy,ind_span,False,False,OoD Test,0.813,ind_test,0.993,0.903
217,217,CCT,Entropy,ind_span,False,False,OoD Test,0.813,ind_val,0.98,0.8965
218,218,CCT,Entropy,ind_span,False,False,OoD Val,0.803,ind_test,0.993,0.898
219,219,CCT,Entropy,ind_span,False,False,OoD Val,0.803,ind_val,0.98,0.8915
220,220,CCT,Entropy,ind_span,False,False,brightness,0.306,ind_test,0.993,0.6495
221,221,CCT,Entropy,ind_span,False,False,brightness,0.306,ind_val,0.98,0.643
222,222,CCT,Entropy,ind_span,False,False,contrast,0.006,ind_test,0.993,0.4995
223,223,CCT,Entropy,ind_span,False,False,contrast,0.006,ind_val,0.98,0.493
224,224,CCT,Entropy,ind_span,False,False,hue,0.697,ind_test,0.993,0.845
225,225,CCT,Entropy,ind_span,False,False,hue,0.697,ind_val,0.98,0.8385
226,226,CCT,Entropy,ind_span,False,False,multnoise,0.0,ind_test,0.993,0.4965
227,227,CCT,Entropy,ind_span,False,False,multnoise,0.0,ind_val,0.98,0.49
228,228,CCT,Entropy,ind_span,False,False,noise,1.0,ind_test,0.993,0.9964999999999999
229,229,CCT,Entropy,ind_span,False,False,noise,1.0,ind_val,0.98,0.99
230,230,CCT,Entropy,ind_span,False,False,saltpepper,0.0,ind_test,0.993,0.4965
231,231,CCT,Entropy,ind_span,False,False,saltpepper,0.0,ind_val,0.98,0.49
232,232,CCT,Entropy,ind_span,False,False,smear,0.039,ind_test,0.993,0.516
233,233,CCT,Entropy,ind_span,False,False,smear,0.039,ind_val,0.98,0.5095
234,234,CCT,Entropy,ind_span,True,False,OoD Test,0.727,ind_test,0.993,0.86
235,235,CCT,Entropy,ind_span,True,False,OoD Test,0.727,ind_val,0.932,0.8295
236,236,CCT,Entropy,ind_span,True,False,OoD Val,0.671,ind_test,0.993,0.8320000000000001
237,237,CCT,Entropy,ind_span,True,False,OoD Val,0.671,ind_val,0.932,0.8015000000000001
238,238,CCT,Entropy,ind_span,True,False,brightness,0.694,ind_test,0.993,0.8434999999999999
239,239,CCT,Entropy,ind_span,True,False,brightness,0.694,ind_val,0.932,0.813
240,240,CCT,Entropy,ind_span,True,False,contrast,0.994,ind_test,0.993,0.9935
241,241,CCT,Entropy,ind_span,True,False,contrast,0.994,ind_val,0.932,0.9630000000000001
242,242,CCT,Entropy,ind_span,True,False,hue,0.685,ind_test,0.993,0.839
243,243,CCT,Entropy,ind_span,True,False,hue,0.685,ind_val,0.932,0.8085
244,244,CCT,Entropy,ind_span,True,False,multnoise,0.0,ind_test,0.993,0.4965
245,245,CCT,Entropy,ind_span,True,False,multnoise,0.0,ind_val,0.932,0.466
246,246,CCT,Entropy,ind_span,True,False,noise,1.0,ind_test,0.993,0.9964999999999999
247,247,CCT,Entropy,ind_span,True,False,noise,1.0,ind_val,0.932,0.966
248,248,CCT,Entropy,ind_span,True,False,saltpepper,0.0,ind_test,0.993,0.4965
249,249,CCT,Entropy,ind_span,True,False,saltpepper,0.0,ind_val,0.932,0.466
250,250,CCT,Entropy,ind_span,True,False,smear,0.961,ind_test,0.993,0.977
251,251,CCT,Entropy,ind_span,True,False,smear,0.961,ind_val,0.932,0.9465
252,252,CCT,Entropy,ind_span,True,True,OoD Test,0.620875,ind_test,0.9952222222222222,0.8080486111111111
253,253,CCT,Entropy,ind_span,True,True,OoD Test,0.620875,ind_val,0.9314444444444444,0.7761597222222222
254,254,CCT,Entropy,ind_span,True,True,OoD Val,0.583875,ind_test,0.9952222222222222,0.7895486111111112
255,255,CCT,Entropy,ind_span,True,True,OoD Val,0.583875,ind_val,0.9314444444444444,0.7576597222222222
256,256,CCT,Entropy,ind_span,True,True,brightness,0.7645,ind_test,0.9952222222222222,0.8798611111111111
257,257,CCT,Entropy,ind_span,True,True,brightness,0.7645,ind_val,0.9314444444444444,0.8479722222222221
258,258,CCT,Entropy,ind_span,True,True,contrast,0.9965,ind_test,0.9952222222222222,0.9958611111111111
259,259,CCT,Entropy,ind_span,True,True,contrast,0.9965,ind_val,0.9314444444444444,0.9639722222222222
260,260,CCT,Entropy,ind_span,True,True,hue,0.705625,ind_test,0.9952222222222222,0.8504236111111111
261,261,CCT,Entropy,ind_span,True,True,hue,0.705625,ind_val,0.9314444444444444,0.8185347222222221
262,262,CCT,Entropy,ind_span,True,True,multnoise,0.0,ind_test,0.9952222222222222,0.4976111111111111
263,263,CCT,Entropy,ind_span,True,True,multnoise,0.0,ind_val,0.9314444444444444,0.4657222222222222
264,264,CCT,Entropy,ind_span,True,True,noise,1.0,ind_test,0.9952222222222222,0.9976111111111111
265,265,CCT,Entropy,ind_span,True,True,noise,1.0,ind_val,0.9314444444444444,0.9657222222222221
266,266,CCT,Entropy,ind_span,True,True,saltpepper,0.0,ind_test,0.9952222222222222,0.4976111111111111
267,267,CCT,Entropy,ind_span,True,True,saltpepper,0.0,ind_val,0.9314444444444444,0.4657222222222222
268,268,CCT,Entropy,ind_span,True,True,smear,0.973,ind_test,0.9952222222222222,0.9841111111111112
269,269,CCT,Entropy,ind_span,True,True,smear,0.973,ind_val,0.9314444444444444,0.9522222222222222
270,270,CCT,Entropy,val_optimal,False,False,OoD Test,0.483625,ind_test,0.7834444444444445,0.6335347222222223
271,271,CCT,Entropy,val_optimal,False,False,OoD Test,0.483625,ind_val,0.7753333333333333,0.6294791666666667
272,272,CCT,Entropy,val_optimal,False,False,OoD Val,0.4775,ind_test,0.7834444444444445,0.6304722222222222
273,273,CCT,Entropy,val_optimal,False,False,OoD Val,0.4775,ind_val,0.7753333333333333,0.6264166666666666
274,274,CCT,Entropy,val_optimal,False,False,brightness,0.378125,ind_test,0.7834444444444445,0.5807847222222222
275,275,CCT,Entropy,val_optimal,False,False,brightness,0.378125,ind_val,0.7753333333333333,0.5767291666666666
276,276,CCT,Entropy,val_optimal,False,False,contrast,0.111375,ind_test,0.7834444444444445,0.44740972222222225
277,277,CCT,Entropy,val_optimal,False,False,contrast,0.111375,ind_val,0.7753333333333333,0.44335416666666666
278,278,CCT,Entropy,val_optimal,False,False,hue,0.3015,ind_test,0.7834444444444445,0.5424722222222222
279,279,CCT,Entropy,val_optimal,False,False,hue,0.3015,ind_val,0.7753333333333333,0.5384166666666667
280,280,CCT,Entropy,val_optimal,False,False,multnoise,0.316875,ind_test,0.7834444444444445,0.5501597222222223
281,281,CCT,Entropy,val_optimal,False,False,multnoise,0.316875,ind_val,0.7753333333333333,0.5461041666666666
282,282,CCT,Entropy,val_optimal,False,False,noise,0.375,ind_test,0.7834444444444445,0.5792222222222223
283,283,CCT,Entropy,val_optimal,False,False,noise,0.375,ind_val,0.7753333333333333,0.5751666666666666
284,284,CCT,Entropy,val_optimal,False,False,saltpepper,0.2995,ind_test,0.7834444444444445,0.5414722222222222
285,285,CCT,Entropy,val_optimal,False,False,saltpepper,0.2995,ind_val,0.7753333333333333,0.5374166666666667
286,286,CCT,Entropy,val_optimal,False,False,smear,0.232375,ind_test,0.7834444444444445,0.5079097222222222
287,287,CCT,Entropy,val_optimal,False,False,smear,0.232375,ind_val,0.7753333333333333,0.5038541666666667
288,288,CCT,Entropy,val_optimal,True,False,OoD Test,0.490875,ind_test,0.7834444444444445,0.6371597222222223
289,289,CCT,Entropy,val_optimal,True,False,OoD Test,0.490875,ind_val,0.7468888888888889,0.6188819444444444
