,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,% Accuracy Error,ba,rate,test_set,val_set,Dataset
1,Detector Tree,350.5,2356.2915017072146,1689.6426065162907,0.6145187040395335,0.844561403508772,0.4888972431077694,0.0931578947368421,0.45588471177944867,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.55,0.55,0.3558847117794487,0.23004269946923844,0.2688089276667522,0.55,0.1,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2500.114268063827,1583.1754385964912,0.6942435626124874,0.844561403508772,0.45804511278195487,0.0931578947368421,0.3137619047619047,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.6,0.6,0.2137619047619047,0.15031784089628453,0.17524676692584704,0.6,0.1,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,2053.69231445766,1653.8375939849623,0.6929004141704955,0.844561403508772,0.45804511278195487,0.0931578947368421,0.3137619047619047,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.6,0.6,0.2137619047619047,0.15166098933827643,0.17684228855222445,0.6,0.1,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2155.1401747785294,1583.1754385964912,0.7507966926592575,0.844561403508772,0.4187719298245614,0.0931578947368421,0.21291311612364247,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.65,0.65,0.11291311612364247,0.09388089961087803,0.10803232645935518,0.65,0.1,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1867.9325165247103,1589.107268170426,0.7499480309593914,0.844561403508772,0.4187719298245614,0.0931578947368421,0.21291311612364247,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.65,0.65,0.11291311612364247,0.09470872055839114,0.1090196819782909,0.65,0.1,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2090.696867423828,1583.1754385964912,0.7613611692747823,0.844561403508772,0.3780701754385965,0.0931578947368421,0.19407393483709268,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.7,0.7,0.09407393483709266,0.08358512334431284,0.09570949233979095,0.7,0.1,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1782.888759809491,1535.017543859649,0.7626714678510175,0.844561403508772,0.3780701754385965,0.0931578947368421,0.19407393483709268,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.7,0.7,0.09407393483709266,0.08238011488258569,0.09430752940625829,0.7,0.1,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2039.7729232066902,1583.1754385964912,0.7697093568513622,0.844561403508772,0.34080200501253133,0.0931578947368421,0.17918696741854637,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.75,0.75,0.07918696741854636,0.07751125557286641,0.08839531887291004,0.75,0.1,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1719.9530990853116,1504.6857142857143,0.7732309900235902,0.844561403508772,0.34080200501253133,0.0931578947368421,0.17918696741854637,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.75,0.75,0.07918696741854636,0.07493952665495425,0.08546406554743363,0.75,0.1,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2015.1212612819502,1583.1754385964912,0.7737506129045983,0.844561403508772,0.3061654135338346,0.0931578947368421,0.17198036758563082,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.8,0.8,0.07204051796157063,0.07425525978375468,0.08472547866009467,0.8,0.1,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1683.2787444090452,1479.3989974937342,0.7762716998641511,0.844561403508772,0.3061654135338346,0.0931578947368421,0.17198036758563082,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.8,0.8,0.07204051796157063,0.07249686619853188,0.08272851014844942,0.8,0.1,OoD Test,OoD Val,CCT
0,Base Tree,350.5,1833.6448073325464,1583.1754385964912,0.8035008512569596,0.844561403508772,0.23734335839599,0.0931578947368421,0.1189280343716435,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.8500000000000001,0.8500000000000001,0.034688865019692115,0.04809686410939628,0.05489223442756935,0.8500000000000001,0.1,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1569.5800608400664,1408.2781954887218,0.8075332892989907,0.844561403508772,0.23734335839599,0.0931578947368421,0.1189280343716435,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.8500000000000001,0.8500000000000001,0.034688865019692115,0.0461440233227861,0.052737606025611714,0.8500000000000001,0.1,OoD Test,OoD Val,CCT
0,Base Tree,350.5,1811.2170127931893,1583.1754385964912,0.8071775388863625,0.844561403508772,0.1944360902255639,0.0931578947368421,0.1123715538847118,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.9,0.9,0.030055137844611533,0.04569985952474651,0.052399048052649534,0.9,0.1,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1521.3724783635785,1379.7809523809524,0.8094796091133081,0.844561403508772,0.1944360902255639,0.0931578947368421,0.1123715538847118,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.9,0.9,0.030055137844611533,0.044607482561649835,0.051201220534495724,0.9,0.1,OoD Test,OoD Val,CCT
0,Base Tree,350.5,1782.7728058142127,1583.1754385964912,0.8118405236370143,0.844561403508772,0.14228070175438598,0.0931578947368421,0.10405625174046222,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.95,0.95,0.02280089111668059,0.04073130527460717,0.046675649060996006,0.95,0.1,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1468.923197749991,1320.1263157894737,0.8197555799080006,0.844561403508772,0.14228070175438598,0.0931578947368421,0.10405625174046222,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.95,0.95,0.02280089111668059,0.03714458322082199,0.04277619626908305,0.95,0.1,OoD Test,OoD Val,CCT
0,Base Tree,350.5,1749.5598521982258,1583.1754385964912,0.8172852701314384,0.844561403508772,0.0931578947368421,0.0931578947368421,0.09434686716791979,0.8701923076923077,0.3094207723035952,0.3059254327563249,1.0,1.0,0.011697744360902256,0.042507058781209896,0.04909027647785447,1.0,0.1,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1418.5657552882205,1265.0887218045114,0.8273922636591479,0.844561403508772,0.0931578947368421,0.0931578947368421,0.09434686716791979,0.8701923076923077,0.3094207723035952,0.3059254327563249,1.0,1.0,0.011697744360902256,0.03941851679197994,0.04595827667724875,1.0,0.1,OoD Test,OoD Val,CCT
0,Base Tree,350.5,3194.716558550427,2018.4310776942357,0.5803743346638645,0.7732080200501253,0.5249624060150376,0.23265664160401003,0.5168200501253133,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.5,0.5,0.3168200501253133,0.1928336853862609,0.24744726933103584,0.5,0.2,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,2548.6626817487054,1898.754887218045,0.5805077103894215,0.7732080200501253,0.5249624060150376,0.23265664160401003,0.5168200501253133,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.5,0.5,0.3168200501253133,0.1927003096607039,0.24726164831701344,0.5,0.2,OoD Test,OoD Val,CCT
0,Base Tree,350.5,3044.776453499633,2018.4310776942357,0.6049546797541585,0.7732080200501253,0.4923057644110276,0.23265664160401003,0.47298696741854646,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.55,0.55,0.2729869674185464,0.1682533402959668,0.21906665070236128,0.55,0.2,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,2383.6547991810103,1828.3373433583959,0.6053153768463445,0.7732080200501253,0.4923057644110276,0.23265664160401003,0.47298696741854646,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.55,0.55,0.2729869674185464,0.1678926432037808,0.21844659894683183,0.55,0.2,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2433.1747309592606,2018.4310776942357,0.7052172572197932,0.7732080200501253,0.44877192982456143,0.23265664160401003,0.2941929824561403,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.6,0.6,0.0971473684210526,0.06958931417386545,0.08926070241193373,0.6,0.2,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,2024.550491938679,1743.42656641604,0.703379680222272,0.7732080200501253,0.44877192982456143,0.23265664160401003,0.2941929824561403,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.6,0.6,0.0971473684210526,0.07093344538057998,0.090897338662103,0.6,0.2,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2381.3383126045937,2018.4310776942357,0.7137150307205584,0.7732080200501253,0.42453634085213027,0.23265664160401003,0.27903926482873853,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.65,0.65,0.08612481203007519,0.061686239380844804,0.07852885462485154,0.65,0.2,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1956.7984385453228,1742.7538847117796,0.7142816922010498,0.7732080200501253,0.42453634085213027,0.23265664160401003,0.27903926482873853,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.65,0.65,0.08612481203007519,0.06096262261919781,0.07753175726346508,0.65,0.2,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2262.424471529526,2018.4310776942357,0.7332091030279466,0.7732080200501253,0.39481203007518795,0.23265664160401003,0.24427631578947362,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.7,0.7,0.08061842105263158,0.04945041983174801,0.06286712237552887,0.7,0.2,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1844.3385398730177,1709.5478696741854,0.7358698206949092,0.7732080200501253,0.39481203007518795,0.23265664160401003,0.24427631578947362,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.7,0.7,0.08061842105263158,0.04676425886213459,0.05932000063735887,0.7,0.2,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2199.030380835,2018.4310776942357,0.7436015769122951,0.7732080200501253,0.3608771929824562,0.23265664160401003,0.2257438596491228,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.75,0.75,0.06725263157894736,0.043343429379681934,0.05470794109866214,0.75,0.2,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1770.6531005242396,1653.9293233082708,0.7481803960021749,0.7732080200501253,0.3608771929824562,0.23265664160401003,0.2257438596491228,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.75,0.75,0.06725263157894736,0.041319826528382016,0.05226768595032072,0.75,0.2,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2199.620788466737,2018.4310776942357,0.7435047887759448,0.7732080200501253,0.3394235588972431,0.23265664160401003,0.2259164578111947,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.8,0.8,0.05398663324979114,0.040590346474606076,0.05130128871762146,0.8,0.2,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1735.3931166418681,1610.6330827067668,0.7470504841490669,0.7732080200501253,0.3394235588972431,0.23265664160401003,0.2259164578111947,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.8,0.8,0.05398663324979114,0.03907868734464668,0.04950628094890641,0.8,0.2,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2127.024573070548,2018.4310776942357,0.7554058076933529,0.7732080200501253,0.2991729323308271,0.23265664160401003,0.2046938775510205,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.8500000000000001,0.8500000000000001,0.03180737558181167,0.042162881881324984,0.05418422804443602,0.8500000000000001,0.2,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1642.0134987888239,1495.176441102757,0.7607379627278275,0.7732080200501253,0.2991729323308271,0.23265664160401003,0.2046938775510205,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.8500000000000001,0.8500000000000001,0.03180737558181167,0.04049877262236293,0.05231305989261619,0.8500000000000001,0.2,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2155.907833297771,2018.4310776942357,0.7506708470003655,0.7732080200501253,0.27270676691729323,0.23265664160401003,0.2131375313283208,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.9,0.9,0.020282894736842114,0.041761754203138865,0.05345508731084131,0.9,0.2,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1595.5199807233741,1447.599498746867,0.7539486811726964,0.7732080200501253,0.27270676691729323,0.23265664160401003,0.2131375313283208,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.9,0.9,0.020282894736842114,0.04036486567268681,0.05182149527545971,0.9,0.2,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2231.61691938382,2018.4310776942357,0.7382595214124886,0.7732080200501253,0.264937343358396,0.23265664160401003,0.23527011974380393,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.95,0.95,0.04047981063770535,0.05058080394767004,0.06441698553136409,0.95,0.2,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1548.3149201208428,1351.130827067669,0.747113760988951,0.7732080200501253,0.264937343358396,0.23265664160401003,0.23527011974380393,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.95,0.95,0.04047981063770535,0.04593096062479161,0.05882130388970321,0.95,0.2,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2200.868474681724,2018.4310776942357,0.7433002500521765,0.7732080200501253,0.23265664160401003,0.23265664160401003,0.2262812030075188,0.8701923076923077,0.3094207723035952,0.3059254327563249,1.0,1.0,0.03787368421052631,0.04937772815026916,0.06313837107766024,1.0,0.2,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1482.1449117293234,1322.6030075187969,0.7552241819548872,0.7732080200501253,0.23265664160401003,0.23265664160401003,0.2262812030075188,0.8701923076923077,0.3094207723035952,0.3059254327563249,1.0,1.0,0.03787368421052631,0.04411808571428573,0.05693751722986619,1.0,0.2,OoD Test,OoD Val,CCT
0,Base Tree,350.5,3010.40306978203,2222.22305764411,0.6105896606914706,0.7397994987468672,0.4569924812030075,0.3051629072681704,0.46293834586466165,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.5,0.5,0.1629383458646616,0.1292098380553966,0.168797197606613,0.5,0.30000000000000004,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,2456.5184681976298,2050.964411027569,0.6092942801848357,0.7397994987468672,0.4569924812030075,0.3051629072681704,0.46293834586466165,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.5,0.5,0.1629383458646616,0.13050521856203148,0.17059069438611907,0.5,0.30000000000000004,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2649.5725593357697,2222.22305764411,0.6697422033875788,0.7397994987468672,0.4543358395989975,0.3051629072681704,0.357454135338346,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.55,0.55,0.09529924812030072,0.10835439927535728,0.14225719851967206,0.55,0.30000000000000004,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,2198.804372493818,1987.0290726817043,0.6674876702343023,0.7397994987468672,0.4543358395989975,0.3051629072681704,0.357454135338346,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.55,0.55,0.09529924812030072,0.10761002950842168,0.14104722234384764,0.55,0.30000000000000004,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2124.062042949385,2222.22305764411,0.7558914683689533,0.7397994987468672,0.4320802005012531,0.3051629072681704,0.2038278195488721,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.6,0.6,0.09617218045112794,0.06075869614083094,0.08456648293711815,0.6,0.30000000000000004,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1889.9796914523045,1893.220551378446,0.7517707244055509,0.7397994987468672,0.4320802005012531,0.3051629072681704,0.2038278195488721,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.6,0.6,0.09617218045112794,0.05974129022301912,0.0828579096294773,0.6,0.30000000000000004,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2247.0448671147165,2222.22305764411,0.7357303496533252,0.7397994987468672,0.4250877192982456,0.3051629072681704,0.23978028404344195,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.65,0.65,0.06158479532163744,0.06135652574088608,0.08436110311780363,0.65,0.30000000000000004,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1904.038893442615,1848.9152882205512,0.7354567361952226,0.7397994987468672,0.4250877192982456,0.3051629072681704,0.23978028404344195,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.65,0.65,0.06158479532163744,0.06093091554486175,0.08374403651021539,0.65,0.30000000000000004,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2310.0185852892596,2222.22305764411,0.7254067892968427,0.7397994987468672,0.4061654135338346,0.3051629072681704,0.2581898496240601,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.7,0.7,0.04458583959899755,0.06055243267234844,0.08230729057093014,0.7,0.30000000000000004,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1861.3692778145657,1774.614536340852,0.7284417741071811,0.7397994987468672,0.4061654135338346,0.3051629072681704,0.2581898496240601,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.7,0.7,0.04458583959899755,0.05910707713947848,0.08058585938294179,0.7,0.30000000000000004,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2422.04671877154,2222.22305764411,0.7070415215128624,0.7397994987468672,0.3964912280701754,0.3051629072681704,0.29093984962406017,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.75,0.75,0.018267167919799515,0.05733242533186906,0.07599009214488768,0.75,0.30000000000000004,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1841.650897567291,1696.6140350877192,0.7131007719457008,0.7397994987468672,0.3964912280701754,0.3051629072681704,0.29093984962406017,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.75,0.75,0.018267167919799515,0.05517273130495515,0.07358312947891406,0.75,0.30000000000000004,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2435.53521839302,2222.22305764411,0.7048302920667181,0.7397994987468672,0.3798997493734336,0.3051629072681704,0.2948830409356725,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.8,0.8,0.01622472848788638,0.05777095764544516,0.0762070647022646,0.8,0.30000000000000004,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1802.0303194784847,1674.9964912280702,0.7096861258096951,0.7397994987468672,0.3798997493734336,0.3051629072681704,0.2948830409356725,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.8,0.8,0.01622472848788638,0.05600821786860801,0.07423673749386152,0.8,0.30000000000000004,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2454.9812747631763,2222.22305764411,0.7016424139732498,0.7397994987468672,0.3647869674185464,0.3051629072681704,0.3005678481919084,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.8500000000000001,0.8500000000000001,0.027477980665950582,0.055384789012668655,0.07277651559313736,0.8500000000000001,0.30000000000000004,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1722.9837434209846,1605.6491228070176,0.708427467086443,0.7397994987468672,0.3647869674185464,0.3051629072681704,0.3005678481919084,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.8500000000000001,0.8500000000000001,0.027477980665950582,0.05239771558918439,0.06923675745448168,0.8500000000000001,0.30000000000000004,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2475.934632182514,2222.22305764411,0.6982074373471289,0.7397994987468672,0.34601503759398494,0.3051629072681704,0.3066932957393484,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.9,0.9,0.03631547619047619,0.05369818221574051,0.07052042353866449,0.9,0.30000000000000004,OoD Test,OoD Val,CCT
1,Detector Tree,350.5,1664.3619295480282,1486.2786967418544,0.7023912156100269,0.7397994987468672,0.34601503759398494,0.3051629072681704,0.3066932957393484,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.9,0.9,0.03631547619047619,0.05167354756173254,0.06805513902036898,0.9,0.30000000000000004,OoD Test,OoD Val,CCT
0,Base Tree,350.5,2499.7922968158,2222.22305764411,0.6942963447842951,0.7397994987468672,0.3323558897243108,0.3051629072681704,0.3136677805625174,0.8701923076923077,0.3094207723035952,0.3059254327563249,0.95,0.95,0.03473656363130048,0.05841161006133584,0.07672845746499549,0.95,0.30000000000000004,OoD Test,OoD Val,CCT
