,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,% Accuracy Error,ba,rate,test_set,val_set,Dataset
0,Base Tree,350.5,1344.4960638330522,1070.408521303258,0.883689169863434,0.9286215538847117,0.2655889724310777,0.0,0.10903458646616541,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.75,0.75,0.10903458646616541,0.04729758682420339,0.05014989595608406,0.75,0.0,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1316.1253530856911,1302.239097744361,0.882462648375716,0.9286215538847117,0.2655889724310777,0.0,0.10903458646616541,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.75,0.75,0.10903458646616541,0.048265757727256074,0.05117822058756273,0.75,0.0,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1258.0559593882672,1070.408521303258,0.8978596787888087,0.9286215538847117,0.21802005012531328,0.0,0.08573408521303263,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8,0.8,0.08573408521303263,0.03792475167510616,0.040304089139742795,0.8,0.0,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1228.8248780110212,1276.9218045112782,0.8990100462137169,0.9286215538847117,0.21802005012531328,0.0,0.08573408521303263,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8,0.8,0.08573408521303263,0.03712105625031274,0.03946528197556254,0.8,0.0,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1190.6564190213148,1070.408521303258,0.9089087837669976,0.9286215538847117,0.1749624060150376,0.0,0.06756609380594353,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8500000000000001,0.8500000000000001,0.06756609380594353,0.03326533052748491,0.035602692775499746,0.8500000000000001,0.0,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1158.4594335890472,1239.6796992481204,0.9069466415117066,0.9286215538847117,0.1749624060150376,0.0,0.06756609380594353,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8500000000000001,0.8500000000000001,0.06756609380594353,0.03389528204914632,0.03623391699865658,0.8500000000000001,0.0,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1152.4578737660481,1070.408521303258,0.9151708403662216,0.9286215538847117,0.12135338345864662,0.0,0.05726942355889726,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.9,0.9,0.05726942355889726,0.027699997442586062,0.029776149197952486,0.9,0.0,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1088.6522153395535,1187.8832080200502,0.9130079661625573,0.9286215538847117,0.12135338345864662,0.0,0.05726942355889726,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.9,0.9,0.05726942355889726,0.028832656729009625,0.030944817085593136,0.9,0.0,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1067.7696690479033,1070.408521303258,0.9290541526150979,0.9286215538847117,0.06671679197994988,0.0,0.03444115845168474,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.95,0.95,0.03444115845168474,0.026842007967765185,0.029121674656476814,0.95,0.0,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1012.4758337645166,1136.5147869674186,0.9305325450131688,0.9286215538847117,0.06671679197994988,0.0,0.03444115845168474,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.95,0.95,0.03444115845168474,0.026788342746927922,0.029108511402958132,0.95,0.0,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,940.0000000000003,1070.408521303258,0.9499999999999998,0.9286215538847117,0.0,0.0,0.0,0.9499999999999998,0.34183673469387754,0.7156862745098038,1.0,1.0,0.0,0.027744360902255603,0.030774450684390966,1.0,0.0,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,933.9000000000004,1070.408521303258,0.9509999999999998,0.9286215538847117,0.0,0.0,0.0,0.9499999999999998,0.34183673469387754,0.7156862745098038,1.0,1.0,0.0,0.028368421052631546,0.03146375026445448,1.0,0.0,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,2803.3533186026293,1169.017543859649,0.644532242852028,0.9124561403508772,0.4975187969924812,0.12546365914786967,0.5022791979949874,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.5,0.5,0.40227919799498746,0.2679238974988492,0.2927471995874495,0.5,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,2295.8414983566518,1532.14335839599,0.6575976319545498,0.9124561403508772,0.4975187969924812,0.12546365914786967,0.5022791979949874,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.5,0.5,0.40227919799498746,0.25485850839632745,0.27843019582911743,0.5,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,2618.5915352667384,1169.017543859649,0.6748210597923379,0.9124561403508772,0.4643609022556391,0.12546365914786967,0.45247543859649125,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.55,0.55,0.3524754385964912,0.23763508055853924,0.2589598226585424,0.55,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,2127.8670657819525,1477.6255639097744,0.6850228155319944,0.9124561403508772,0.4643609022556391,0.12546365914786967,0.45247543859649125,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.55,0.55,0.3524754385964912,0.2274333248188828,0.24781790819243,0.55,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1954.274010229656,1169.017543859649,0.7837255720934989,0.9124561403508772,0.41436090225563915,0.12546365914786967,0.27340426065162904,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.6,0.6,0.17340426065162903,0.12873056825737816,0.14025240557586577,0.6,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1757.6766488411129,1416.6255639097744,0.7886937012635696,0.9124561403508772,0.41436090225563915,0.12546365914786967,0.27340426065162904,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.6,0.6,0.17340426065162903,0.12376243908730751,0.13480521028697903,0.6,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1876.0958723338963,1169.017543859649,0.7965416602731318,0.9124561403508772,0.3970426065162907,0.12546365914786967,0.2523308270676692,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.65,0.65,0.1523308270676692,0.11591448007774541,0.1262452233538695,0.65,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1653.676340047981,1402.988471177945,0.7998543717022786,0.9124561403508772,0.3970426065162907,0.12546365914786967,0.2523308270676692,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.65,0.65,0.1523308270676692,0.11260176864859861,0.12261168140481549,0.65,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1705.5266152626464,1169.017543859649,0.8245038335635007,0.9124561403508772,0.37716791979949876,0.12546365914786967,0.20635275689223054,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.7,0.7,0.10635275689223053,0.08795230678737663,0.0957641983616537,0.7,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1513.824458307398,1348.1649122807019,0.8273915379209305,0.9124561403508772,0.37716791979949876,0.12546365914786967,0.20635275689223054,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.7,0.7,0.10635275689223053,0.08506460242994672,0.09258753270326671,0.7,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1601.6211821390214,1169.017543859649,0.8415375111247505,0.9124561403508772,0.33789473684210525,0.12546365914786967,0.17834436090225564,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.75,0.75,0.08399699248120301,0.07111286992992688,0.0771827516050084,0.75,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1409.9981940678533,1321.349373433584,0.8421486212492815,0.9124561403508772,0.33789473684210525,0.12546365914786967,0.17834436090225564,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.75,0.75,0.08399699248120301,0.07041559334723634,0.07641344533843641,0.75,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1576.0517934291515,1169.017543859649,0.8457292141919424,0.9124561403508772,0.30548872180451125,0.12546365914786967,0.17145196324143697,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8,0.8,0.0797167919799499,0.0672317289823198,0.07299752000351444,0.8,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1336.1449923255343,1297.1022556390976,0.849299368920666,0.9124561403508772,0.30548872180451125,0.12546365914786967,0.17145196324143697,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8,0.8,0.0797167919799499,0.06373575098200612,0.06915731134530798,0.8,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1449.038989456148,1169.017543859649,0.8665509853350577,0.9124561403508772,0.2550125313283208,0.12546365914786967,0.13721482277121383,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8500000000000001,0.8500000000000001,0.05089115646258506,0.0467997764089525,0.05087080497340457,0.8500000000000001,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1239.662734664016,1259.6766917293232,0.8665854648077355,0.9124561403508772,0.2550125313283208,0.12546365914786967,0.13721482277121383,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8500000000000001,0.8500000000000001,0.05089115646258506,0.046520320186437855,0.05054205079766787,0.8500000000000001,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1398.4515123267356,1169.017543859649,0.8748440143726663,0.9124561403508772,0.21050125313283208,0.12546365914786967,0.12357863408521305,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.9,0.9,0.04217199248120301,0.03850632832080203,0.041748379981597174,0.9,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1161.888581319262,1220.6611528822054,0.8741528652285988,0.9124561403508772,0.21050125313283208,0.12546365914786967,0.12357863408521305,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.9,0.9,0.04217199248120301,0.03896343751491806,0.04223256590016593,0.9,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1356.0663708022894,1169.017543859649,0.881792398229133,0.9124561403508772,0.1618546365914787,0.12546365914786967,0.11215343915343912,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.95,0.95,0.028297131718184345,0.03220779272444147,0.034798099844289616,0.95,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1092.0895467930254,1191.8887218045113,0.8844364701114888,0.9124561403508772,0.1618546365914787,0.12546365914786967,0.11215343915343912,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.95,0.95,0.028297131718184345,0.03040384291850151,0.03284073996450487,0.95,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1373.6658451230116,1169.017543859649,0.8789072385044242,0.9124561403508772,0.12546365914786967,0.12546365914786967,0.11689749373433583,0.9499999999999998,0.34183673469387754,0.7156862745098038,1.0,1.0,0.019981704260651625,0.03407483300086955,0.036815436297194915,1.0,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1041.574281478697,1132.2035087719298,0.8819135812030074,0.9124561403508772,0.12546365914786967,0.12546365914786967,0.11689749373433583,0.9499999999999998,0.34183673469387754,0.7156862745098038,1.0,1.0,0.019981704260651625,0.03130752807017548,0.03378469453659153,1.0,0.1,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,2823.6465531174877,1378.4661654135339,0.6412054830954937,0.8781203007518797,0.4981453634085213,0.2107268170426065,0.507749373433584,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.5,0.5,0.30774937343358394,0.2369148176563859,0.26975552077640874,0.5,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,2305.482004160777,1663.4691729323308,0.6544705140660723,0.8781203007518797,0.4981453634085213,0.2107268170426065,0.507749373433584,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.5,0.5,0.30774937343358394,0.22364978668580743,0.25462519159263386,0.5,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,2388.680884762928,1378.4661654135339,0.7125113303667331,0.8781203007518797,0.4711027568922306,0.2107268170426065,0.39050150375939857,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.55,0.55,0.1905015037593986,0.16560897038514663,0.18919088375794868,0.55,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,2024.1624002084088,1634.910776942356,0.7204457225065997,0.8781203007518797,0.4711027568922306,0.2107268170426065,0.39050150375939857,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.55,0.55,0.1905015037593986,0.1576745782452801,0.1800931682270616,0.55,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1597.10992153854,1378.4661654135339,0.8422770620428622,0.8781203007518797,0.42275689223057644,0.2107268170426065,0.17712832080200494,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.6,0.6,0.05232130325814542,0.04080458902357938,0.04643613171666412,0.6,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1603.0037838590376,1560.7934837092732,0.8446523317341943,0.8781203007518797,0.42275689223057644,0.2107268170426065,0.17712832080200494,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.6,0.6,0.05232130325814542,0.038695320009846115,0.04402372621652549,0.6,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1580.543218863486,1378.4661654135339,0.8449929149404122,0.8781203007518797,0.398922305764411,0.2107268170426065,0.17266265664160407,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.65,0.65,0.04690359231411862,0.03834543092424943,0.04355720251078993,0.65,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1532.9533578616774,1559.8456140350877,0.8457500292496726,0.8781203007518797,0.398922305764411,0.2107268170426065,0.17266265664160407,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.65,0.65,0.04690359231411862,0.0371034241742015,0.04212566899609598,0.65,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1656.1905135287197,1378.4661654135339,0.8325917190936525,0.8781203007518797,0.37889724310776945,0.2107268170426065,0.1930538847117794,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.7,0.7,0.0462197994987469,0.04596214515881542,0.05210079887378769,0.7,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1494.8964077452738,1493.8310776942355,0.8350864130294098,0.8781203007518797,0.37889724310776945,0.2107268170426065,0.1930538847117794,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.7,0.7,0.0462197994987469,0.04369565361252977,0.04952132171080397,0.7,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1581.87465439108,1378.4661654135339,0.8447746468211343,0.8781203007518797,0.33786967418546365,0.2107268170426065,0.1730215538847118,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.75,0.75,0.041034586466165424,0.037874568052785045,0.04297603239727507,0.75,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1402.789008627532,1428.489223057644,0.8452446317072566,0.8781203007518797,0.33786967418546365,0.2107268170426065,0.1730215538847118,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.75,0.75,0.041034586466165424,0.03731712855939346,0.04233505567938596,0.75,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1688.8704993776964,1378.4661654135339,0.8272343443643121,0.8781203007518797,0.3286967418546366,0.2107268170426065,0.20186299081035927,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8,0.8,0.0339281537176274,0.05616832557584444,0.06362923643899798,0.8,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1374.2200710627499,1383.5112781954888,0.8316629923280511,0.8781203007518797,0.3286967418546366,0.2107268170426065,0.20186299081035927,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8,0.8,0.0339281537176274,0.05230883794296349,0.0592667563280502,0.8,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1603.8741559437958,1378.4661654135339,0.8411681711567547,0.8781203007518797,0.2816791979949875,0.2107268170426065,0.17895166487647698,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8500000000000001,0.8500000000000001,0.02970139634801285,0.04122391401243642,0.046677561512652864,0.8500000000000001,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1288.3236277735239,1318.5057644110277,0.8423991216496821,0.8781203007518797,0.2816791979949875,0.2107268170426065,0.17895166487647698,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8500000000000001,0.8500000000000001,0.02970139634801285,0.04004363424553823,0.04533781989575032,0.8500000000000001,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1707.47216612961,1378.4661654135339,0.8241848907984245,0.8781203007518797,0.2726065162907268,0.2107268170426065,0.20687719298245616,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.9,0.9,0.02213909774436091,0.058428448672702235,0.06616167545762024,0.9,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1253.8891299091101,1292.1488721804512,0.825342543285146,0.8781203007518797,0.2726065162907268,0.2107268170426065,0.20687719298245616,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.9,0.9,0.02213909774436091,0.05721094692372767,0.06477843818183074,0.9,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1725.1461256315395,1378.4661654135339,0.8212875203882722,0.8781203007518797,0.24884711779448623,0.2107268170426065,0.21164132553606235,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.95,0.95,0.02771818434976328,0.0608049988917873,0.06888330542954374,0.95,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1194.0116621235086,1263.1624060150375,0.8254239045157951,0.8781203007518797,0.24884711779448623,0.2107268170426065,0.21164132553606235,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.95,0.95,0.02771818434976328,0.05728285350826486,0.06490447633591744,0.95,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1696.4562107309089,1378.4661654135339,0.8259907851260805,0.8781203007518797,0.2107268170426065,0.2107268170426065,0.2039077694235589,0.9499999999999998,0.34183673469387754,0.7156862745098038,1.0,1.0,0.025425062656641604,0.05288455219681862,0.05962034068706806,1.0,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1121.7194464160405,1224.4526315789474,0.8304905082706766,0.8781203007518797,0.2107268170426065,0.2107268170426065,0.2039077694235589,0.9499999999999998,0.34183673469387754,0.7156862745098038,1.0,1.0,0.025425062656641604,0.04889029774436094,0.05510262174583822,1.0,0.2,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,2737.625776482021,1702.576441102757,0.6553072497570457,0.8249874686716793,0.4851378446115288,0.31912280701754386,0.4845619047619048,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.5,0.5,0.1845619047619047,0.16968021891463356,0.20463722323491754,0.5,0.30000000000000004,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,2264.616966316644,1834.7278195488723,0.6677260209297282,0.8249874686716793,0.4851378446115288,0.31912280701754386,0.4845619047619048,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.5,0.5,0.1845619047619047,0.15726144774195094,0.18954265851465027,0.5,0.30000000000000004,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,2307.389865480027,1702.576441102757,0.7258377269704874,0.8249874686716793,0.4716541353383459,0.31912280701754386,0.3685889724310778,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.55,0.55,0.07043859649122808,0.09920085110736032,0.118155367252157,0.55,0.30000000000000004,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1987.4948602297595,1766.7563909774437,0.7329704324650942,0.8249874686716793,0.4716541353383459,0.31912280701754386,0.3685889724310778,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.55,0.55,0.07043859649122808,0.09217725144701613,0.1096754901681445,0.55,0.30000000000000004,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1850.48898276303,1702.576441102757,0.8007395110224541,0.8249874686716793,0.44182957393483707,0.31912280701754386,0.24542832080200494,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.6,0.6,0.06116365914786976,0.051228367858421574,0.061155195192637894,0.6,0.30000000000000004,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1712.7316836310488,1726.701253132832,0.8049542050047819,0.8249874686716793,0.44182957393483707,0.31912280701754386,0.24542832080200494,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.6,0.6,0.06116365914786976,0.04822001486234167,0.0575808964981486,0.6,0.30000000000000004,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1882.9455130683855,1702.576441102757,0.795418768349445,0.8249874686716793,0.423984962406015,0.31912280701754386,0.25417719298245617,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.65,0.65,0.060683291562238936,0.03911332037576936,0.046828396351673386,0.65,0.30000000000000004,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1656.4741801169591,1641.3318295739348,0.7987907075403046,0.8249874686716793,0.423984962406015,0.31912280701754386,0.25417719298245617,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.65,0.65,0.060683291562238936,0.03683547667956775,0.0440794684009863,0.65,0.30000000000000004,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,2019.374420183111,1702.576441102757,0.7730533737404736,0.8249874686716793,0.4256892230576441,0.31912280701754386,0.29095250626566416,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.7,0.7,0.046385839598997496,0.05237082451025527,0.06342833987921728,0.7,0.30000000000000004,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1634.2337916670524,1657.4761904761904,0.7784411835747816,0.8249874686716793,0.4256892230576441,0.31912280701754386,0.29095250626566416,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.7,0.7,0.046385839598997496,0.04719641304129981,0.057091060000633735,0.7,0.30000000000000004,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,2006.2873945066751,1702.576441102757,0.775198787785791,0.8249874686716793,0.4025563909774436,0.31912280701754386,0.2874248120300752,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.75,0.75,0.03727794486215539,0.05014682113446885,0.06033289449407241,0.75,0.30000000000000004,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1557.7362573683802,1644.5423558897244,0.7787019818465593,0.8249874686716793,0.4025563909774436,0.31912280701754386,0.2874248120300752,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.75,0.75,0.03727794486215539,0.04677736345859234,0.05620541886609749,0.75,0.30000000000000004,CVC-ClinicDB,EtisLaribDB,Polyp
0,Base Tree,350.5,1994.3134625679847,1702.576441102757,0.7771617274478713,0.8249874686716793,0.3769924812030075,0.31912280701754386,0.28419715956558067,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8,0.8,0.037563074352548034,0.04829964707687593,0.05776853244553602,0.8,0.30000000000000004,CVC-ClinicDB,EtisLaribDB,Polyp
1,Detector Tree,350.5,1477.3037288251685,1602.1939849624061,0.7839146417234534,0.8249874686716793,0.3769924812030075,0.31912280701754386,0.28419715956558067,0.9499999999999998,0.34183673469387754,0.7156862745098038,0.8,0.8,0.037563074352548034,0.04218022665619805,0.05034205736626077,0.8,0.30000000000000004,CVC-ClinicDB,EtisLaribDB,Polyp
